rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,9.5,3F+3T,1.0,ec2019,0.0,,11.24,1.74,,1,,1819,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,3.2,FCSp4,2.0,ec2019,0.0,,4.16,0.96,,1,,1819,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,3.9,StSq4,3.0,ec2019,0.0,,5.63,1.73,,1,,1819,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,3.3,2A,4.0,ec2019,0.0,,4.29,0.99,,1,,1819,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,2.7,LSp4,5.0,ec2019,0.0,,3.66,0.96,,1,,1819,4.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,5.83,3F,6.0,ec2019,1.0,,6.28,0.45,,1,,1819,2.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,3.5,CCoSp4,7.0,ec2019,0.0,,5.0,1.5,,1,,1819,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,,,,ec2019,,0.8,9.07,,,0,Composition,1819,9.0,9.0,9.25,8.0,9.25,9.75,9.25,9.0,8.75,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,,,,ec2019,,0.8,9.29,,,0,Interpretation of the Music,1819,9.25,9.5,9.5,7.5,9.25,9.75,9.5,9.25,8.75,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,,,,ec2019,,0.8,9.07,,,0,Performance,1819,9.0,9.25,9.25,7.0,9.0,9.25,9.25,9.0,8.75,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,,,,ec2019,,0.8,9.14,,,0,Skating Skills,1819,9.0,9.25,9.0,7.25,9.5,9.5,9.25,9.25,8.75,1,women,individual
1,Alina Zagitova,RUS,31,75.0,38.6,36.4,0.0,,,,ec2019,,0.8,8.93,,,0,Transitions,1819,8.75,9.0,9.0,7.5,9.25,9.5,9.0,9.0,8.5,1,women,individual
2,Sofia Samodurova,RUS,35,72.88,39.25,33.63,0.0,10.1,3Lz+3T,1.0,ec2019,0.0,,11.2,1.1,,1,,1819,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1,women,individual
2,Sofia Samodurova,RUS,35,72.88,39.25,33.63,0.0,3.2,FCSp4,2.0,ec2019,0.0,,4.07,0.87,,1,,1819,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1,women,individual
