rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.3,2A,1.0,owg2022,0.0,,4.38,1.08,,1,,2122,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,5.9,3Lz!,2.0,owg2022,0.0,,6.49,0.59,!,1,,2122,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,6.6,3F+2T,3.0,owg2022,0.0,,7.74,1.14,,1,,2122,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,4.3,3S,4.0,owg2022,0.0,,5.65,1.35,,1,,2122,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.0,FSSp4,5.0,owg2022,0.0,,3.94,0.94,,1,,2122,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,10.45,3F+3T,6.0,owg2022,1.0,,12.12,1.67,,1,,2122,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,9.68,2A+3T+2T,7.0,owg2022,1.0,,10.94,1.26,,1,,2122,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.3,StSq3,8.0,owg2022,0.0,,4.48,1.18,,1,,2122,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.5,CCoSp4,9.0,owg2022,0.0,,4.45,0.95,,1,,2122,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.0,ChSq1,10.0,owg2022,0.0,,4.57,1.57,,1,,2122,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,5.39,3Lo,11.0,owg2022,1.0,,7.42,2.03,,1,,2122,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,3.5,FCCoSp4,12.0,owg2022,0.0,,4.75,1.25,,1,,2122,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,,,,owg2022,,1.6,8.93,,,0,Composition,2122,9.25,8.75,8.5,9.5,9.25,8.5,8.75,9.0,9.0,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,,,,owg2022,,1.6,8.96,,,0,Interpretation of the Music,2122,8.75,8.75,8.75,9.5,9.0,8.25,9.0,9.25,9.25,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,,,,owg2022,,1.6,9.04,,,0,Performance,2122,9.0,9.0,8.75,9.5,9.0,8.5,9.0,9.25,9.25,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,,,,owg2022,,1.6,9.11,,,0,Skating Skills,2122,9.0,9.25,9.0,9.5,8.75,9.0,9.0,9.25,9.25,0,women,team
2,Sakamoto Kaori,JPN,4,148.66,76.93,71.73,0.0,,,,owg2022,,1.6,8.79,,,0,Transitions,2122,9.0,8.75,8.25,9.25,8.5,8.5,8.75,9.0,9.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,6.3,2Lz+3T,1.0,owg2022,0.0,,7.02,0.72,,1,,2122,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,5.3,3F,2.0,owg2022,0.0,,6.51,1.21,,1,,2122,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,4.3,3S,3.0,owg2022,0.0,,5.34,1.04,,1,,2122,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.3,2A,4.0,owg2022,0.0,,3.91,0.61,,1,,2122,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.2,FCSp4,5.0,owg2022,0.0,,3.93,0.73,,1,,2122,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.3,StSq3,6.0,owg2022,0.0,,3.96,0.66,,1,,2122,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,8.25,2A+3T,7.0,owg2022,1.0,,8.85,0.6,,1,,2122,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,8.69,3Lo+2T+2Lo,8.0,owg2022,1.0,,9.18,0.49,,1,,2122,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,5.39,3Lo,9.0,owg2022,1.0,,6.23,0.84,,1,,2122,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.5,FCCoSp4,10.0,owg2022,0.0,,4.25,0.75,,1,,2122,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.0,ChSq1,11.0,owg2022,0.0,,4.5,1.5,,1,,2122,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,3.5,CCoSp4,12.0,owg2022,0.0,,3.85,0.35,,1,,2122,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,,,,owg2022,,1.6,8.18,,,0,Composition,2122,8.25,8.25,8.25,8.25,8.0,8.0,8.5,8.25,8.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,,,,owg2022,,1.6,8.14,,,0,Interpretation of the Music,2122,7.75,7.75,8.5,8.75,7.75,7.5,8.5,8.5,8.25,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,,,,owg2022,,1.6,8.14,,,0,Performance,2122,7.5,7.75,8.5,8.75,8.0,7.5,8.5,8.5,8.25,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,,,,owg2022,,1.6,8.0,,,0,Skating Skills,2122,8.0,7.75,8.0,8.0,7.75,8.0,8.5,8.25,8.0,0,women,team
3,Schizas Madeline,CAN,3,132.04,67.53,64.51,0.0,,,,owg2022,,1.6,7.86,,,0,Transitions,2122,7.75,7.5,8.25,8.0,7.25,7.75,8.25,8.0,7.75,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,7.5,2A+3T,1.0,owg2022,0.0,,8.4,0.9,,1,,2122,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,5.3,3F!q,2.0,owg2022,0.0,,4.16,-1.14,"!,q",1,,2122,-2.0,-3.0,-2.0,-2.0,-4.0,-2.0,-1.0,-3.0,-1.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,4.3,3Sq,3.0,owg2022,0.0,,3.87,-0.43,q,1,,2122,-1.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-2.0,0.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,3.92,3Lo<,4.0,owg2022,0.0,,2.8,-1.12,<,1,,2122,-2.0,-3.0,-3.0,-4.0,-2.0,-3.0,-3.0,-3.0,-3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,3.9,StSq4,5.0,owg2022,0.0,,4.96,1.06,,1,,2122,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,3.5,FCCoSp4,6.0,owg2022,0.0,,4.4,0.9,,1,,2122,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,9.79,3Lz+2T+2Lo,7.0,owg2022,1.0,,10.8,1.01,,1,,2122,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,6.49,3Lz,8.0,owg2022,1.0,,7.42,0.93,,1,,2122,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,3.5,CCoSp4,9.0,owg2022,0.0,,4.55,1.05,,1,,2122,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,3.0,ChSq1,10.0,owg2022,0.0,,4.5,1.5,,1,,2122,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,6.82,3Loq+2T,11.0,owg2022,1.0,,6.12,-0.7,q,1,,2122,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,2.7,LSp4,12.0,owg2022,0.0,,3.7,1.0,,1,,2122,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,,,,owg2022,,1.6,8.29,,,0,Composition,2122,7.0,8.25,8.75,8.5,8.0,8.75,7.75,8.25,8.5,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,,,,owg2022,,1.6,8.36,,,0,Interpretation of the Music,2122,7.5,8.5,9.0,8.5,8.25,8.5,8.0,8.25,8.5,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,,,,owg2022,,1.6,8.29,,,0,Performance,2122,8.0,8.5,8.75,8.25,7.75,8.5,8.0,8.0,8.75,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,,,,owg2022,,1.6,8.25,,,0,Skating Skills,2122,7.5,8.5,8.75,8.5,7.75,8.25,8.0,8.25,8.5,0,women,team
4,Chen Karen,USA,2,131.52,65.68,65.84,0.0,,,,owg2022,,1.6,7.96,,,0,Transitions,2122,7.25,7.75,8.5,8.25,7.5,8.25,7.5,8.0,8.5,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,7.5,2A+3T,1.0,owg2022,0.0,,8.04,0.54,,1,,2122,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,5.3,3F,2.0,owg2022,0.0,,2.65,-2.65,,1,,2122,-5.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,4.9,3Loq,3.0,owg2022,0.0,,2.45,-2.45,q,1,,2122,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.0,FSSp4,4.0,owg2022,0.0,,3.47,0.47,,1,,2122,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,4.72,3Lzeq,5.0,owg2022,0.0,,3.03,-1.69,"e,q",1,,2122,-4.0,-2.0,-4.0,-4.0,-5.0,-4.0,-2.0,-2.0,-5.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,5.5,3T+2T,6.0,owg2022,0.0,,4.84,-0.66,,1,,2122,-1.0,0.0,-1.0,-3.0,-1.0,-1.0,-2.0,-2.0,-3.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.0,ChSq1,7.0,owg2022,0.0,,3.36,0.36,,1,,2122,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.02,3Lo<+REP,8.0,owg2022,1.0,,1.62,-1.4,<,1,,2122,-3.0,-3.0,-4.0,-5.0,-4.0,-4.0,-3.0,-4.0,-3.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.63,2A,9.0,owg2022,1.0,,2.88,-0.75,,1,,2122,-2.0,-1.0,-1.0,-3.0,-3.0,-2.0,-3.0,-3.0,-2.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.5,CCoSp4,10.0,owg2022,0.0,,3.8,0.3,,1,,2122,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,2.6,StSq2,11.0,owg2022,0.0,,2.9,0.3,,1,,2122,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,3.5,FCCoSp4,12.0,owg2022,0.0,,3.75,0.25,,1,,2122,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,,,,owg2022,,1.6,6.57,,,0,Composition,2122,6.75,6.0,6.5,6.5,6.75,6.5,7.0,6.75,6.25,0,women,team
5,Zhu Yi,CHN,1,91.41,42.79,50.62,-2.0,,,,owg2022,,1.6,6.25,,,0,Interpretation of the Music,2122,6.25,6.25,6.25,6.0,6.5,6.0,7.0,6.5,6.0,0,women,team
