"rank","name","country","starting_number","total_segment_score","total_element_score","total_component_score","deductions","type","category","base_value","highlight","goe","factor","j1","j2","j3","j4","j5","j6","j7","j8","j9","scores_of_panel"
"14",",TEN Denis","KAZ",14,135.01,67.61,67.4,NA,"pc","Interpretation",NA,NA,NA,2,"7","8","7","5","7","6.75","7","7.5","6.75",6.9
"14",",TEN Denis","KAZ",14,135.01,67.61,67.4,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","2A",3.5,0,1,NA,"1","1","2","2","1","1","1","1","0",4.5
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3A",8.2,0,-2.52,NA,"-1.4","-2.8","-2.8","-2.8","-2.8","-2.8","-1.4","-2.8","-2.8",5.68
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3Lo",5,0,0,NA,"0","0","0","0","-1","-1","0","0","0",5
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","CCoSp2",2.5,0,0.7,NA,"0.5","0.5","1","1","0.5","0.5","1","1","0.5",3.2
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","CiSt3",3.3,0,0.9,NA,"1","0.5","1","1","1","0.5","1","1","0.5",4.2
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3A+2T",10.45,0,0.6,NA,"1","0","1","1","1","1","0","1","0",11.05
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3S+2T",6.38,0,0.6,NA,"1","2","1","1","0","1","0","1","0",6.98
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3Lz",6.6,0,0.4,NA,"1","1","1","1","0","0","-1","0","0",7
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","CSSp3",2.6,0,0.4,NA,"0.5","0","0.5","0.5","0.5","0","0.5","0.5","0",3
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","3F",6.05,0,-1.8,NA,"-1","-2","-1","-2","-2","-2","-2","-1","-2",4.25
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","2Lz",2.09,0,-0.3,NA,"-0.3","-0.6","0","0","-0.3","-0.3","-0.3","-0.3","-0.3",1.79
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","SlSt3",3.3,0,0.8,NA,"1","1","1","0.5","1","1","1","0.5","0.5",4.1
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"ee","FSSp2",2.3,0,0.2,NA,"0.5","0.5","0","0","0","0","0.5","0","0",2.5
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"pc","Skating Skills",NA,NA,NA,2,"7.25","7.25","7.25","7.25","6.75","8.25","7.5","7.25","7.5",7.3
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"7","6.25","7","6.75","6.75","8","7","6.75","7",6.85
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"pc","Performance / Execution",NA,NA,NA,2,"7","6.75","7","6.75","7.5","7.75","7.75","7.25","7.25",7.15
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"pc","Choreography / Composition",NA,NA,NA,2,"7","7.25","7.25","7.25","7","8.25","7.75","7","7.5",7.2
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,NA,"pc","Interpretation",NA,NA,NA,2,"7.25","7","7.5","7","7.5","8","8","7.5","7.5",7.35
"15",",AMODIO Florent","FRA",16,134.95,63.25,71.7,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","4T",9.8,0,-4.8,NA,"-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8",5
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3T",4,0,0.8,NA,"1","1","1","1","0","2","0","1","1",4.8
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3A+SEQ",6.56,0,-2.52,NA,"-2.8","0","-2.8","-2.8","-2.8","-2.8","-1.4","-2.8","-2.8",4.04
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3Lz",6,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",5
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","FSSp4",3,0,0.4,NA,"0.5","0.5","0","0.5","0.5","1","0","0.5","0.5",3.4
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3F",5.5,0,-1.2,NA,"-2","-1","-1","-2","-2","-1","-1","-1","-1",4.3
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3Lz+2T",8.03,0,0.6,NA,"0","1","1","1","0","1","0","0","1",8.63
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3Lo",5.5,0,-1,NA,"0","-2","-1","-1","-1","-1","-1","-1","-1",4.5
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","CiSt3",3.3,0,0.3,NA,"0.5","0","0.5","1","0","1","0","0.5","0.5",3.6
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","3S",4.95,0,0.8,NA,"1","1","1","1","0","2","0","1","1",5.75
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","CCoSp3",3,0,0,NA,"0","0","0","0","0","1","0","0","0.5",3
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","SlSt3",3.3,0,0.5,NA,"0.5","0.5","1","0.5","0","1","0.5","0.5","0.5",3.8
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"ee","CSSp4",3,0,0.3,NA,"0","0.5","0.5","0.5","0","0.5","0","0","0.5",3.3
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"pc","Skating Skills",NA,NA,NA,2,"8.25","6.25","8","8","7.75","7.75","7.5","7.75","8.25",7.8
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"7.75","5.75","6.5","7","6","7","7.5","7.25","7",6.75
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"pc","Performance / Execution",NA,NA,NA,2,"8","5.75","7.5","7.75","7.25","6.75","7.25","8","7.25",7.4
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"pc","Choreography / Composition",NA,NA,NA,2,"8","6.5","8","7.75","6.75","7.5","7.5","8","7.75",7.55
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,NA,"pc","Interpretation",NA,NA,NA,2,"8","6.25","8.25","8","7","7.5","7.5","7.75","7.5",7.55
"16",",JOUBERT Brian","FRA",12,132.22,59.12,74.1,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","4T",9.8,0,0.2,NA,"1","1","2","0","0","0","0","0","0",10
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","3T",4,0,1.4,NA,"1","1","2","1","2","2","2","2","1",5.4
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","3A<",3.5,0,-2.14,NA,"-2.5","-1.6","-2.5","-1.6","-2.5","-1.6","-2.5","-2.5","-1.6",1.36
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","CiSt3",3.3,0,0.4,NA,"0.5","0.5","0.5","0.5","0.5","0.5","0","0","0.5",3.7
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","FSSp3",2.6,0,0,NA,"0","0","0","0.5","0","0","-0.3","0","0",2.6
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","1A",0.88,0,-0.04,NA,"0","0","-0.2","0","-0.2","0","0","0","-0.2",0.84
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","3Lz",6.6,0,1,NA,"1","1","1","1","0","1","1","1","1",7.6
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","1F",0.55,0,-0.14,NA,"-0.1","-0.1","-0.1","-0.1","-0.2","-0.1","-0.2","-0.1","-0.2",0.41
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","3S+2T",6.38,0,0,NA,"0","0","2","0","0","0","1","0","0",6.38
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","3Lo+2T",6.93,0,0.4,NA,"1","0","1","1","0","0","1","0","0",7.33
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","CSSp2",2.3,0,0,NA,"0","0","-0.3","0","0","0","0","0","0",2.3
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","SlSt1",1.8,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.8
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"ee","CCoSp4",3.5,0,0.4,NA,"0.5","0.5","0.5","0.5","0.5","0","0","0.5","0",3.9
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"pc","Skating Skills",NA,NA,NA,2,"7.5","7","7","7.25","6.75","8","5.75","7","7.25",7.05
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"7","7","6.5","5.75","6.25","7.5","5.25","6.5","7",6.5
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"pc","Performance / Execution",NA,NA,NA,2,"6","6.75","6.75","6.75","6","7.25","5","7","6.75",6.45
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"pc","Choreography / Composition",NA,NA,NA,2,"7.25","7.25","6.75","7.25","7","7.75","5.75","7.5","7.25",7.2
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,NA,"pc","Interpretation",NA,NA,NA,2,"6.75","7","6.5","6.75","6.75","7.25","5","7","6.25",6.7
"17",",VERNER Tomas","CZE",1,119.42,52.62,67.8,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","3A",8.2,0,-1.12,NA,"-2.8","-1.4","-1.4","-1.4","0","-1.4","0","0","0",7.08
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","3A+2T",9.5,0,-1.4,NA,"-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","0","-1.4",8.1
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","3F+3T",9.5,0,-1,NA,"-1","-1","-1","-1","-1","-1","-2","-1","-1",8.5
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","FSSp4",3,0,0,NA,"0","0","0","0","0.5","0","0.5","0.5","0",3
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","CiSt3",3.3,0,0,NA,"0","0","0","0","0","0","0.5","0","0",3.3
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","2Lz",2.09,0,0,NA,"0","0","0","0","0","0","0","0","0",2.09
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","SlSt3",3.3,0,0,NA,"0","0","0","0","0.5","0","0","0.5","0",3.3
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","1Lo",0.55,0,-0.14,NA,"-0.2","-0.1","-0.1","-0.2","-0.1","-0.3","-0.2","-0.1","-0.1",0.41
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","3S+3T",9.35,0,0,NA,"0","1","0","0","0","0","1","0","0",9.35
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","3S*",0,0,0,NA,"0","0","0","0","0","0","0","0","0",0
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","2A",3.85,0,0,NA,"0","0","0","0","0","0","0","0","0",3.85
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","CSSp2",2.3,0,-0.06,NA,"0","0.5","0","-0.3","0","-0.6","0","0","0",2.24
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"ee","CCoSp3",3,0,-0.18,NA,"-0.3","-0.3","0","-0.3","-0.3","-0.6","-0.3","0","0",2.82
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"pc","Skating Skills",NA,NA,NA,2,"6.5","6.5","7","6","8","6","6.75","6.75","7.25",6.55
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"5.75","5.75","7","5.5","7.5","5.25","6","6","6.5",5.9
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"pc","Performance / Execution",NA,NA,NA,2,"6.25","6","6.75","5.75","7.75","6","7","6.5","6.25",6.2
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"pc","Choreography / Composition",NA,NA,NA,2,"6","6","6.75","6.5","8","5.75","6.5","7.25","6.5",6.35
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,NA,"pc","Interpretation",NA,NA,NA,2,"6.25","5.75","7","6.25","7.75","6.25","6.5","7.25","6.5",6.45
"18",",van der PERREN Kevin","BEL",15,116.94,54.04,62.9,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","3A",8.2,0,-2.8,NA,"-2.8","-1.4","-2.8","-2.8","-2.8","-2.8","-2.8","-2.8","-2.8",5.4
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","3F",5.5,0,1,NA,"1","1","1","1","1","1","0","2","1",6.5
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","3Lz",6,0,0,NA,"0","0","0","0","0","1","0","1","0",6
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","CCoSp4",3.5,0,0,NA,"0","0","0","0","0","0.5","0","0.5","-0.3",3.5
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","CiSt3",3.3,0,0.4,NA,"0","1","0.5","0.5","0.5","0","0.5","0.5","0.5",3.7
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","CSSp4",3,0,-0.06,NA,"0","0.5","0","0","-0.3","0","0","0.5","-0.3",2.94
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","3A+SEQ",7.22,0,-3.64,NA,"-2.8","-2.8","-2.8","-4.2","-2.8","-4.2","-4.2","-4.2","-4.2",3.58
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","2Lo",1.65,0,0,NA,"0","0","0","0","0","0","0","0.5","0",1.65
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","2A",3.85,0,0,NA,"0","0","0","0","0","0","0","1","0",3.85
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","SlSt3",3.3,0,0.5,NA,"0","1","0.5","0.5","0.5","0.5","0.5","0.5","0.5",3.8
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","3S",4.95,0,-1,NA,"-1","-1","-2","-1","-1","-1","-1","-1","-1",3.95
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","2A",3.85,0,-1.12,NA,"-0.8","-0.8","-0.8","-1.6","-0.8","-0.8","-1.6","-1.6","-1.6",2.73
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"ee","FSSp3",2.6,0,0,NA,"-0.3","0.5","0","0","0","0","0","0","0",2.6
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"pc","Skating Skills",NA,NA,NA,2,"6.5","7.25","8","6.5","7","6.5","7","6.5","5.75",6.7
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"5.75","6.75","7.5","6","6.25","6","7","6","6",6.2
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"pc","Performance / Execution",NA,NA,NA,2,"6.5","7","7.75","7","7.25","6.25","6.75","5.75","5.75",6.7
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"pc","Choreography / Composition",NA,NA,NA,2,"6.25","7.25","8.25","7","7","6.5","7","6.25","6.25",6.75
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,NA,"pc","Interpretation",NA,NA,NA,2,"6.75","7.5","8.25","7","7.25","6.5","7","6.5","7",7
"19",",CONTESTI Samuel","ITA",10,116.9,50.2,66.7,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","4T",9.8,0,-4.8,NA,"-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8",5
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","2A+3T",7.5,0,0.2,NA,"0","1","0","0","0","0","1","0","0",7.7
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","3S+3T",8.5,0,0.8,NA,"0","1","0","1","0","2","1","1","1",9.3
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","3Lz",6,0,-2.8,NA,"-2","-3","-2","-3","-3","-2","-3","-2","-3",3.2
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","FSSp2",2.3,0,-0.24,NA,"-0.3","0","-0.3","-0.3","-0.3","-0.3","-0.3","0","-0.6",2.06
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","CiSt3",3.3,0,0.1,NA,"0","0","0","0.5","0","0","0","0.5","0",3.4
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","3Lo",5.5,0,0.4,NA,"0","0","0","1","0","0","0","1","1",5.9
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","3S+2T+2T",7.81,0,0,NA,"-1","0","0","0","0","0","0","0","0",7.81
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","3F",6.05,0,-0.8,NA,"-1","0","-1","0","-1","0","-1","-1","-1",5.25
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","2A",3.85,0,0,NA,"0","0","0","0","0","0","0","0","1",3.85
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","CSSp3",2.6,0,-0.12,NA,"0","0","0","-0.3","0","0","0","-0.3","-0.3",2.48
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","SlSt2",2.3,0,0,NA,"0","0","0","0","0","0","0","0","0",2.3
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"ee","CCoSp3",3,0,0,NA,"0","0","0","0","0","0","0.5","-0.3","0",3
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"pc","Skating Skills",NA,NA,NA,2,"5.25","6","7.5","6.25","5.25","6","5.5","6","5",5.6
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"4","5","7","5.5","4.75","5.5","5","5.75","4.75",5
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"pc","Performance / Execution",NA,NA,NA,2,"5","6.25","7.25","6","5.5","5.5","5.25","5.75","5",5.5
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"pc","Choreography / Composition",NA,NA,NA,2,"5.25","6","7.25","5.75","5.25","5.75","5.5","6","5",5.55
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,NA,"pc","Interpretation",NA,NA,NA,2,"4.75","6","7.25","6.25","6","5.75","5.25","6.25","5.25",5.75
"20",",PFEIFER Viktor","AUT",3,115.05,61.25,54.8,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","1A",0.8,0,0.2,NA,"0","0","0","0","0.5","0.5","0","0","0.5",1
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","3F+2T",6.8,0,-0.6,NA,"-1","0","1","0","-1","0","-1","1","-2",6.2
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","3Lz",6,0,1.2,NA,"1","2","2","0","1","1","0","2","1",7.2
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","CSSp4",3,0,0.1,NA,"0","0","0.5","0","0","0.5","0","0.5","0",3.1
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","3Lo",5,0,-0.8,NA,"-1","-1","0","-1","0","-1","-1","0","-1",4.2
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","FSSp4",3,0,0,NA,"0.5","0","0","0.5","0","0","0","0","0",3
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","1A",0.88,0,-0.04,NA,"-0.2","0","-0.2","-0.2","0","0","0","-0.2","0",0.84
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","SeSt2",2.3,0,0.1,NA,"0","0","0","0.5","0.5","0.5","0","0.5","0",2.4
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","3S",4.95,0,0.6,NA,"0","0","1","1","1","1","0","1","1",5.55
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","2A",3.85,0,1,NA,"1","1","1","0","1","1","0","1","1",4.85
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","3Lz+2T+2T",9.46,0,0,NA,"0","0","0","0","0","0","-1","0","0",9.46
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","SlSt3",3.3,0,0.2,NA,"0","0.5","0","0","0.5","0.5","0","0.5","0",3.5
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"ee","FCCoSp4",3.5,0,0.3,NA,"-0.3","0.5","0","0.5","0.5","1","0.5","1","0",3.8
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"pc","Skating Skills",NA,NA,NA,2,"5.75","6.25","6.25","7.75","6","6.25","5.75","6.75","5.75",6
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"5.5","5.25","5.75","7.5","5","6","5.5","6","4.25",5.4
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"pc","Performance / Execution",NA,NA,NA,2,"5.75","6","6","7.25","5.5","6","6","6.5","5.75",5.9
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"pc","Choreography / Composition",NA,NA,NA,2,"6.25","6","6.25","7.5","5.25","6.5","5.75","6.5","5.5",5.95
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,NA,"pc","Interpretation",NA,NA,NA,2,"6.5","6","6","7.5","5.75","6.5","5.75","6.75","6",6.05
"21",",CHIPEUR Vaughn","CAN",4,113.7,55.1,58.6,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","2A",3.5,0,-1.96,NA,"-1.6","-1.6","-1.6","-1.6","-1.6","-2.5","-2.5","-2.5","-2.5",1.54
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","3Lz+3T",10,0,-1.4,NA,"-1","-1","-1","-1","-1","-2","-2","-2","-2",8.6
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","FSSp4",3,0,0.4,NA,"0.5","0.5","0","0.5","0.5","0.5","0.5","0","0",3.4
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","SlSt3",3.3,0,0.4,NA,"0.5","0.5","0","0.5","0.5","0.5","0","0.5","0",3.7
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","3S+3T",8.5,0,1,NA,"0","1","1","1","2","1","1","1","1",9.5
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","2Lo",1.65,0,0,NA,"0","0","0","0","0","0","0","-0.3","0",1.65
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","3F",6.05,0,-0.4,NA,"-1","-1","0","0","0","-1","0","-1","1",5.65
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","CSSp3",2.6,0,0.6,NA,"0.5","0.5","0.5","0.5","1","1","0.5","0.5","0.5",3.2
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","3S",4.95,0,-0.4,NA,"-1","0","-1","-1","0","0","-1","0","0",4.55
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","CiSt3",3.3,0,0.1,NA,"0","0.5","0","0","0.5","0","0","0","0",3.4
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","2A",3.85,0,-1.6,NA,"-1.6","-1.6","-1.6","-0.8","-1.6","-1.6","-1.6","-1.6","-1.6",2.25
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","2A",3.85,0,0,NA,"0","0","0","0","0","0","0","-0.8","0",3.85
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"ee","CCoSp4",3.5,0,0.4,NA,"1","0.5","0","0.5","0.5","0.5","0.5","0","0.5",3.9
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"pc","Skating Skills",NA,NA,NA,2,"7.75","6","5.75","6","6","6.25","5.5","6","5.75",5.95
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,2,"7.25","4.75","5.5","5","5.25","6","4.25","5.5","5.5",5.2
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"pc","Performance / Execution",NA,NA,NA,2,"7.5","5.5","6","5.75","6","6.5","5.75","6.25","5.75",5.95
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"pc","Choreography / Composition",NA,NA,NA,2,"7.75","5.75","5.75","5.75","5.75","6.5","5.25","5.75","5.75",5.75
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,NA,"pc","Interpretation",NA,NA,NA,2,"7.5","5.75","6","5.5","6","6.5","5.5","6.5","6",5.95
"22",",BACCHINI Paolo","ITA",2,112.79,55.19,57.6,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",",LINDEMANN Stefan","GER",7,103.48,46.68,56.8,NA,"ee","3F",5.5,0,-2,NA,"-2","-2","-3","-2","-2","-2","-2","-2","-2",3.5
