"rank","name","country","starting_number","total_segment_score","total_element_score","total_component_score","deductions","type","category","base_value","highlight","goe","factor","j1","j2","j3","j4","j5","j6","j7","j8","j9","scores_of_panel"
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","CCoSp3",3,0,0.1,NA,"0.5","0","0","0","0.5","0","0.5","0","0",3.1
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"pc","Skating Skills",NA,NA,NA,0.8,"4.75","4.75","5.50","4.75","5.50","5.75","5.50","5.75","4.75",5.4
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.50","4.50","4.75","4.25","5.00","5.25","5.50","5.00","4.50",4.9
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"4.75","4.75","5.50","4.50","5.25","5.50","5.00","5.75","5.00",5.25
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.25","5.00","5.25","4.50","5.25","5.50","5.75","5.25","5.00",5.25
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"pc","Interpretation",NA,NA,NA,0.8,"4.50","4.50","5.00","4.75","5.50","5.75","5.25","5.50","4.75",5.2
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","3T+3T",8,0,-0.2,NA,"0","1","-1","0","0","-1","0","-1","1",7.8
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","1S",0.4,0,-0.3,NA,"-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3",0.1
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","2A",3.5,0,1,NA,"0","2","0","1","1","1","1","1","2",4.5
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","FSSp2",2.3,0,-0.06,NA,"0","0","0","0","-0.3","-0.3","0","0","0",2.24
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","SpSq3",3.1,0,0,NA,"0","0","0","0","0","0","0","0","0",3.1
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","LSp3",2.4,0,0.1,NA,"0","0","0","0.5","0","0.5","0","0","0",2.5
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","SlSt3",3.3,0,0,NA,"0","0.5","0","0","0","0","0","0","0",3.3
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"ee","CCoSp4",3.5,0,0,NA,"0","0.5","0","0","0","0","0","0","0",3.5
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.75","5.50","5.25","6.00","5.75","5.75","5.50","5.75","6.00",5.8
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.00","5.50","4.75","5.50","5.25","5.00","5.00","5.50","5.50",5.25
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.50","5.75","5.25","6.00","5.75","5.00","5.50","5.50","5.50",5.55
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.50","5.50","5.25","5.50","5.50","5.25","5.25","5.50","5.50",5.45
23,",HECKEN Sarah","GER",20,49.04,27.04,22,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.25","5.25","5.00","5.75","5.50","5.25","5.50","5.50","5.50",5.45
23,",HECKEN Sarah","GER",20,49.04,27.04,22,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","2A",3.5,0,0.04,NA,"0","1","0","0","1","-0.8","-0.8","1","0",3.54
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","3T+2T",5.3,0,0.2,NA,"0","1","0","0","1","1","0","0","0",5.5
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","3S",4.5,0,-0.2,NA,"0","0","1","0","0","-1","-2","0","0",4.3
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","CCoSp4",3.5,0,-0.3,NA,"-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.6","-0.3","-0.3",3.2
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","SpSq4",3.4,0,0.2,NA,"0","0","1","1","0","0","0","0","0",3.6
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","FCSp2",2.3,0,0,NA,"0","0","-0.3","0","0","0","0","0","0",2.3
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","LSp2",1.9,0,0,NA,"0","0","0","0","-0.3","0","0","0","0",1.9
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"ee","SlSt3",3.3,0,0.3,NA,"0","0","0","0.5","0.5","0.5","0","0.5","0.5",3.6
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.25","5.50","5.75","5.50","5.50","5.50","5.00","5.25","5.75",5.5
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.50","5.00","4.00","5.25","5.00","5.00","4.50","5.00","5.25",4.95
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.00","5.75","5.50","5.50","4.50","5.00","5.00","5.50","5.50",5.4
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.00","5.25","4.50","5.50","5.00","5.25","4.75","5.25","5.50",5.2
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,NA,"pc","Interpretation",NA,NA,NA,0.8,"4.75","5.25","5.00","5.50","4.75","5.25","4.75","5.50","5.50",5.3
24,",GIMAZETDINOVA Anastasia","UZB",14,49.02,27.94,21.08,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","2A",3.5,0,-0.64,NA,"-0.8","-0.8","0","-0.8","0","-0.8","0","-0.8","-0.8",2.86
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","3T+2T",5.3,0,0,NA,"0","0","1","0","0","0","0","0","0",5.3
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","3S",4.5,0,-0.2,NA,"0","0","0","-1","0","-1","0","-2","0",4.3
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","FSSp1",2,0,-0.12,NA,"-0.3","-0.3","-0.6","0","-0.6","0","0","0","0",1.88
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","SpSq4",3.4,0,0,NA,"0","0","0","1","0","0","0","0","0",3.4
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","SlSt3",3.3,0,0,NA,"0","0","-0.7","0","0.5","0","0","0","0",3.3
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","LSp3",2.4,0,-0.12,NA,"-0.3","0","0","0","0.5","0","-0.3","-0.3","0",2.28
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"ee","CCoSp3",3,0,-0.06,NA,"-0.3","0","-0.3","0","0","0","0","0","-0.3",2.94
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"pc","Skating Skills",NA,NA,NA,0.8,"4.50","5.50","5.00","5.00","5.50","5.25","5.00","5.25","4.75",5.1
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.00","5.00","4.75","4.50","5.00","4.75","4.75","4.75","4.00",4.6
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"4.25","5.75","4.25","5.00","5.25","5.25","5.50","5.25","4.75",5.15
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"4.50","5.25","4.50","5.00","5.00","5.00","5.00","5.00","4.25",4.9
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,NA,"pc","Interpretation",NA,NA,NA,0.8,"4.25","5.50","4.25","5.25","5.25","5.00","5.25","5.00","4.50",5.05
25,",PIEMAN Isabelle","BEL",12,46.1,26.26,19.84,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","3Lz<",1.9,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.9
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","3S+2T",5.8,0,0.8,NA,"0","1","0","1","1","1","1","1","1",6.6
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","LSp3",2.4,0,0.2,NA,"0.5","0","0","0","0","0","0","0.5","0.5",2.6
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","0","1","1","1","1","1","2",4.4
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","1A<",0,0,0,NA,"0","0","0","0","0","0","0","0","0",0
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","FSSp4",3,0,0.1,NA,"0","0","0.5","0","0","0.5","0","0","0",3.1
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","SlSt3",3.3,0,0,NA,"0","0","0","0","0","0","0","0","0.5",3.3
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"ee","CCoSp4",3.5,0,0.4,NA,"0.5","0.5","0.5","0.5","0","0","0","0.5","0.5",3.9
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.25","5.00","4.75","5.25","5.00","5.50","4.50","5.75","5.50",5.25
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.75","5.50","4.50","4.75","4.50","5.00","4.25","4.75","5.25",4.75
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.25","5.75","4.50","5.00","4.75","5.50","4.50","4.75","5.00",4.9
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.25","5.25","5.25","5.25","4.75","5.00","4.50","5.25","5.00",5.15
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.25","5.00","5.00","5.25","4.50","5.25","4.25","4.50","5.00",5
26,",ZIEGLER Miriam","AUT",3,43.84,24.8,20.04,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","3Lo<",1.5,0,-0.76,NA,"-0.6","-1","-1","-0.6","-1","-0.6","-0.6","-0.6","-1",0.74
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","3S+2T",5.8,0,0,NA,"0","0","0","0","0","0","-1","-1","0",5.8
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","2A",3.5,0,0,NA,"0","0","-0.8","0","0","0","0","0","0",3.5
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","FSSp4",3,0,0.2,NA,"0.5","0","0","0.5","0","0","0","0","0.5",3.2
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","SpSq3",3.1,0,0,NA,"0","0","0","0","0","0","0","0","0",3.1
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","CCoSp4",3.5,0,-0.12,NA,"-0.3","0","0","-0.3","0","0","0","-0.3","0",3.38
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","SlSt2",2.3,0,-0.12,NA,"0","-0.3","-0.3","-0.3","0","0","0","0","-0.3",2.18
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"ee","LSp2",1.9,0,0,NA,"0","0","0","0","0","0","0","-0.6","0",1.9
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.00","4.50","5.25","4.75","5.50","4.75","5.00","5.00","5.50",5.1
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.75","4.75","4.50","4.50","4.75","4.50","4.75","4.75","5.00",4.65
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.25","4.50","5.00","5.25","5.50","4.75","5.00","5.00","5.25",5.15
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.25","4.50","4.75","5.00","5.25","4.75","5.25","4.75","5.25",5
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.25","4.25","5.00","5.25","5.25","4.75","4.75","4.75","5.25",5.1
27,",POSTIC Teodora","SLO",13,43.8,23.8,20,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","3T+2T",5.3,0,0.2,NA,"0","0","1","0","0","0","0","1","1",5.5
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","2A",3.5,0,-2.5,NA,"-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5",1
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","2S",1.3,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.3
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","SpSq4",3.4,0,0,NA,"0","0","1","0","0","0","0","-0.7","0",3.4
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","FSSp3",2.6,0,-0.24,NA,"0","-0.3","0","0","-0.3","-0.6","-0.3","-0.3","-0.3",2.36
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","SlSt3",3.3,0,0,NA,"0","0","0","0","0","0","0","-0.7","0",3.3
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","LSp4",2.7,0,0.5,NA,"0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",3.2
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"ee","CCoSp4",3.5,0,0.1,NA,"0","0","0.5","0.5","0","0.5","0","0","0",3.6
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"pc","Skating Skills",NA,NA,NA,0.8,"4.50","4.75","5.50","5.00","4.75","5.25","4.75","4.25","5.50",5
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.00","4.25","5.25","4.50","4.25","5.00","4.50","4.75","5.00",4.6
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"4.25","4.75","5.50","4.75","5.25","5.00","4.50","4.25","4.75",4.85
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"4.25","4.50","5.25","4.50","5.00","5.25","4.75","4.75","5.00",4.9
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,NA,"pc","Interpretation",NA,NA,NA,0.8,"4.50","4.50","5.50","4.75","5.00","5.00","4.75","4.25","4.50",4.75
28,",REITMAYEROVA Ivana","SVK",2,41.94,22.66,19.28,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","2A",3.5,0,0.6,NA,"1","1","1","1","1","0","0","1","0",4.1
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","3Lz<+COMBO",1.9,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.9
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","2F",1.7,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.7
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","FSSp4",3,0,0,NA,"0","0","0","0","0.5","0","0","0","0",3
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","SpSq3",3.1,0,0.1,NA,"0","0","0","0","0.5","0.5","0","0","0",3.2
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","SlSt2",2.3,0,0,NA,"0","0","0","0","0.5","0","0","0","0",2.3
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","CCoSp4",3.5,0,-0.12,NA,"0","0","0","0","-0.3","0","-0.3","-0.3","-0.3",3.38
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"ee","LSp3",2.4,0,0.1,NA,"0","0","0.5","0","0.5","0","0","0","0",2.5
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"pc","Skating Skills",NA,NA,NA,0.8,"6.00","5.50","6.25","5.75","6.25","5.25","5.25","5.75","5.25",5.6
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.50","5.25","5.75","5.25","5.75","4.75","4.75","5.50","4.75",5.15
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.75","5.00","5.75","5.25","5.75","5.25","5.00","5.25","5.00",5.25
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.75","5.75","5.75","5.50","6.00","5.25","5.00","5.00","5.25",5.5
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.75","5.50","6.00","5.25","6.00","5.25","5.25","5.25","4.75",5.45
29,",McCORKELL Jenna","GBR",10,40.64,20.08,21.56,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","1S",0.4,0,-0.3,NA,"-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3",0.1
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","2T+COMBO",1.3,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.3
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","1A",0.8,0,-0.5,NA,"-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5",0.3
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","FSSp4",3,0,-0.06,NA,"-0.3","-0.3","0","0","0","0.5","-0.3","0","0",2.94
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","SpSq4",3.4,0,0.8,NA,"1","0","1","1","1","1","1","0","0",4.2
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","SlSt2",2.3,0,0.1,NA,"0.5","0.5","0","0","0","0","0","0","0",2.4
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","CCoSp4",3.5,0,0.04,NA,"0","0.5","0","0","0.5","-0.3","-0.6","-0.3","-0.3",3.54
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"ee","LSp3",2.4,0,0.6,NA,"0.5","0.5","0.5","0.5","1","1","0","0.5","0",3
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.25","5.25","5.00","4.75","5.00","5.50","4.25","4.50","4.25",5.05
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"4.75","5.00","4.50","4.50","4.50","5.00","4.00","4.00","3.75",4.65
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.00","4.75","4.50","5.00","4.50","5.25","3.75","4.00","4.25",4.75
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"4.75","5.25","5.00","4.75","4.75","5.00","4.00","4.50","4.25",4.85
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,NA,"pc","Interpretation",NA,NA,NA,0.8,"4.50","5.25","4.75","5.00","5.00","5.00","4.00","4.25","4.50",4.85
30,",JURKIEWICZ Anna","POL",4,36.1,16.78,19.32,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
