"rank","name","country","starting_number","total_segment_score","total_element_score","total_component_score","deductions","type","category","base_value","highlight","goe","factor","j1","j2","j3","j4","j5","j6","j7","j8","j9","scores_of_panel"
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,NA,"pc","Skating Skills",NA,NA,NA,0.8,"8.25","6.75","7.25","7.50","7.25","6.75","8.25","7.50","6.75",7.25
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"8.00","6.25","6.00","7.00","6.75","6.50","7.25","7.00","6.50",6.7
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"8.00","6.75","6.50","7.50","6.75","6.75","7.75","7.50","6.75",7.05
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"8.50","6.75","6.25","7.00","7.00","7.00","7.50","7.50","6.50",6.95
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,NA,"pc","Interpretation",NA,NA,NA,0.8,"8.25","7.00","6.75","7.25","6.75","7.00","7.75","7.00","6.75",6.95
11,",SUZUKI Akiko","JPN",24,61.02,33.1,27.92,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","3T+3T",8,0,0.2,NA,"-1","1","0","0","0","1","0","1","0",8.2
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","3F",5.5,0,-0.6,NA,"-2","-1","0","0","-1","-1","-1","0","-1",4.9
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","2A",3.5,0,0.8,NA,"0","1","0","1","1","1","1","1","0",4.3
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","FSSp4",3,0,-0.24,NA,"-0.3","-0.3","-0.3","-0.3","0.5","-0.3","0","-0.3","0",2.76
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","1","1","1","1","1","1","1",4.4
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","CCoSp4",3.5,0,0.6,NA,"0.5","1","0.5","0.5","0.5","0.5","0.5","1","1",4.1
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","SlSt3",3.3,0,0.5,NA,"0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0",3.8
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"ee","LSp4",2.7,0,0.3,NA,"0.5","-0.3","0","0.5","0.5","0","0.5","0","0.5",3
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.75","6.00","5.75","6.25","6.50","6.00","6.50","6.50","6.00",6.2
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.00","6.00","5.25","5.50","5.75","5.50","5.50","5.75","5.50",5.55
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.50","6.25","5.75","6.00","6.25","5.75","6.50","6.25","6.00",6.1
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.00","6.25","5.50","5.75","6.00","5.00","5.75","6.25","5.75",5.85
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.50","6.25","5.75","5.75","6.25","5.75","6.00","6.50","5.75",6
12,",MAKAROVA Ksenia","RUS",8,59.22,35.46,23.76,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","3Lz+2T",7.3,0,0.4,NA,"1","-1","1","1","1","0","1","-1","1",7.7
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","3F<",1.7,0,-1,NA,"-1","-1","-1","-1","-0.6","-1","-1","-1","-1",0.7
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","FCSp4",3.2,0,0.3,NA,"0.5","0","0","0.5","0.5","0","0.5","0.5","0.5",3.5
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","1","1","0","1","1","1","1",4.4
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","2A",3.5,0,1,NA,"1","1","1","1","1","1","0","1","0",4.5
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","LSp3",2.4,0,0.1,NA,"0.5","0","0","0","-0.3","0.5","0","0","0",2.5
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","CiSt3",3.3,0,0.4,NA,"0.5","0.5","0.5","0","0","0","0.5","0.5","0",3.7
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"ee","CCoSp4",3.5,0,0.2,NA,"0.5","0","0","0","0.5","0.5","0.5","0","0",3.7
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"pc","Skating Skills",NA,NA,NA,0.8,"8.25","6.50","6.75","6.50","6.25","7.00","7.50","6.75","6.75",6.9
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"7.75","6.25","6.25","6.00","5.75","6.00","7.00","5.50","6.25",6.3
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"8.50","6.25","6.50","6.25","6.00","6.75","7.50","7.00","6.50",6.8
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"8.00","6.50","6.25","6.50","5.75","7.00","6.75","6.75","6.50",6.7
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,NA,"pc","Interpretation",NA,NA,NA,0.8,"8.25","6.25","6.50","6.75","5.75","6.75","7.00","6.75","6.25",6.75
13,",SEBESTYEN Julia","HUN",27,57.46,30.7,26.76,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","2A",3.5,0,1,NA,"1","1","0","1","2","1","1","1","1",4.5
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","3Lz+2T",7.3,0,-1,NA,"-1","-1","-1","-1","0","0","-1","0","-1",6.3
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","3T",4,0,1,NA,"1","1","1","1","2","0","1","1","1",5
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","FSSp4",3,0,0.2,NA,"0","0","0.5","0","0.5","0.5","0.5","0.5","0",3.2
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","SlSt3",3.3,0,-2.1,NA,"-2.1","-2.1","-2.1","-2.1","-1.4","-1.4","-2.1","-2.1","-2.1",1.2
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","1","1","1","1","1","1","1",4.4
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","CCoSp4",3.5,0,0.5,NA,"0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",4
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"ee","LSp4",2.7,0,0.5,NA,"0.5","0.5","0.5","0.5","0.5","0.5","1","0.5","0.5",3.2
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"pc","Skating Skills",NA,NA,NA,0.8,"7.00","6.50","6.75","7.00","7.50","6.75","6.75","6.75","6.50",6.75
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"6.50","6.00","5.50","6.50","7.00","5.75","6.50","6.50","6.50",6.25
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"6.50","6.50","7.00","6.50","7.75","6.75","6.75","6.75","6.75",6.65
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"7.00","6.25","6.00","6.75","7.25","6.50","6.50","7.00","6.50",6.5
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,NA,"pc","Interpretation",NA,NA,NA,0.8,"7.00","6.75","6.50","7.00","7.50","6.75","6.75","6.75","6.75",6.8
14,",PHANEUF Cynthia","CAN",15,57.16,31.8,26.36,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","3Lz+2T",7.3,0,0.4,NA,"0","1","0","0","0","0","1","1","1",7.7
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","3S",4.5,0,0.2,NA,"0","0","0","0","1","1","1","0","0",4.7
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","CCoSp4",3.5,0,0.5,NA,"0.5","1","0.5","0.5","0.5","0.5","0.5","0.5","0.5",4
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","SpSq4",3.4,0,0.8,NA,"1","1","1","0","1","1","1","1","0",4.2
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","2A<",0.8,0,-0.4,NA,"-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4",0.4
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","FCSp4",3.2,0,0.4,NA,"0.5","0","0","0.5","0.5","0","0","0.5","0.5",3.6
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","SlSt3",3.3,0,0.3,NA,"0.5","0.5","0.5","0","0","0.5","0.5","1","0",3.6
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"ee","LSp3",2.4,0,0.1,NA,"0","0","0","0","0","0","0.5","1","0.5",2.5
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"pc","Skating Skills",NA,NA,NA,0.8,"6.25","6.75","6.50","6.25","6.75","6.50","6.25","6.75","7.00",6.6
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"6.00","6.00","6.25","6.00","6.50","6.00","6.50","6.00","6.75",6.1
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"6.75","6.75","6.50","6.00","6.75","6.25","7.50","6.75","7.00",6.65
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"6.50","6.50","6.75","6.25","6.50","6.25","6.75","6.75","6.50",6.45
15,",MEIER Sarah","SUI",17,56.7,30.7,26,NA,"pc","Interpretation",NA,NA,NA,0.8,"6.50","6.75","6.75","6.25","6.75","6.50","6.75","7.00","7.00",6.7
15,",MEIER Sarah","SUI",17,56.7,30.7,26,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","3Lz+2T",7.3,0,0,NA,"0","0","0","0","0","0","0","-1","0",7.3
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","3S",4.5,0,-0.8,NA,"-1","-1","-1","-1","-1","-1","0","0","-1",3.7
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","SpSq4",3.4,0,0.8,NA,"0","0","0","0","1","1","1","2","1",4.2
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","2A",3.5,0,0,NA,"0","-0.8","0","0","0","0","0","0","0",3.5
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","FSSp4",3,0,0,NA,"0","0","0","0","0","0","0","0","0",3
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","LSp4",2.7,0,0.7,NA,"1","0.5","0.5","0.5","0.5","1","0.5","1","0.5",3.4
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","SlSt2",2.3,0,0,NA,"0","0","0","0","0","0","0","0.5","0",2.3
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"ee","CCoSp4",3.5,0,0.5,NA,"0.5","0.5","0","0.5","0.5","0.5","0.5","1","0.5",4
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"pc","Skating Skills",NA,NA,NA,0.8,"6.50","4.75","5.00","5.00","5.75","5.50","5.50","6.25","5.25",5.65
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"6.00","5.00","4.50","4.75","5.25","5.00","4.75","5.50","4.75",5.05
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"6.75","5.50","4.75","5.25","5.75","5.75","5.75","5.75","5.25",5.65
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"6.25","4.50","4.75","5.25","5.50","5.50","5.00","5.75","5.00",5.4
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,NA,"pc","Interpretation",NA,NA,NA,0.8,"6.75","5.00","4.50","5.25","5.50","5.00","5.75","5.50","5.25",5.45
16,",KWAK Min-Jung","KOR",9,53.16,31.4,21.76,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","3Lz<+COMBO",1.9,0,-1,NA,"-1","-1","-1","-1","-1","-1","-1","-1","-1",0.9
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","3Lo",5,0,0.8,NA,"1","0","0","0","1","1","0","1","1",5.8
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","LSp3",2.4,0,0.3,NA,"0.5","0.5","0.5","0","0.5","0.5","0","0.5","0",2.7
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","2A",3.5,0,-0.48,NA,"-0.8","-0.8","-0.8","-0.8","0","-0.8","0","0","-0.8",3.02
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","SpSq4",3.4,0,0.8,NA,"1","1","1","1","1","1","0","1","0",4.2
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","FSSp4",3,0,0.4,NA,"0","0","0","0.5","0.5","0","0.5","0.5","0.5",3.4
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","SlSt3",3.3,0,0.4,NA,"0.5","0","0","0.5","0","0","0.5","1","0.5",3.7
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"ee","CCoSp4",3.5,0,0.5,NA,"0.5","0.5","0.5","0.5","0.5","0.5","0.5","1","0",4
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"pc","Skating Skills",NA,NA,NA,0.8,"6.75","6.25","7.00","6.25","7.00","7.00","6.25","7.00","6.75",6.75
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"6.50","6.50","6.50","5.75","6.50","6.75","6.00","6.25","6.25",6.3
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"6.50","6.25","6.75","6.00","7.25","6.50","6.00","6.75","6.75",6.5
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"6.50","6.50","6.75","5.75","6.50","6.75","6.50","6.75","6.75",6.6
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,NA,"pc","Interpretation",NA,NA,NA,0.8,"6.50","6.50","7.00","6.25","7.00","6.75","6.50","7.00","6.50",6.65
17,",KORPI Kiira","FIN",19,52.96,27.72,26.24,-1,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","1","1","1","1","1","0","0",4.4
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","3S+2T",5.8,0,0.8,NA,"0","1","1","1","1","0","1","1","1",6.6
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","3T",4,0,1,NA,"1","1","1","1","1","1","1","1","0",5
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","CCoSp4",3.5,0,0,NA,"0","0","0","0","0","0","0","0","0",3.5
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","2A",3.5,0,0,NA,"1","0","0","-0.8","1","0","0","0","0",3.5
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","FSSp4",3,0,0.2,NA,"0.5","0.5","0.5","0","0","0","0","0","0",3.2
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","SlSt2",2.3,0,0,NA,"0","0","0","-0.3","0","0.5","0","0","0",2.3
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"ee","LSp3",2.4,0,-0.18,NA,"-0.3","0","-0.3","-0.3","0","0","0","-0.3","-0.3",2.22
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.50","5.75","5.50","5.50","5.75","5.25","5.50","5.50","5.25",5.45
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.00","5.00","5.50","4.75","4.50","4.75","5.25","5.00","5.00",5
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"6.00","5.75","5.75","5.50","5.50","5.00","5.75","5.50","5.50",5.65
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.50","5.50","5.50","5.25","4.75","4.75","5.50","5.50","5.25",5.4
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.50","5.50","5.75","4.75","5.50","5.00","5.50","5.25","5.00",5.3
18,",LEE Cheltzie","AUS",5,52.16,30.72,21.44,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","3S+2T",5.8,0,0.6,NA,"0","1","0","1","0","1","1","1","0",6.4
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","3Lo",5,0,0.2,NA,"0","0","1","-1","0","0","1","0","1",5.2
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","SpSq3",3.1,0,0.1,NA,"0.5","0","0","0.5","0","0","0","0","0",3.2
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","2A",3.5,0,1,NA,"1","1","0","1","1","1","1","1","0",4.5
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","FCSp2",2.3,0,0,NA,"0","0","0","-0.3","0","0.5","0","0","0",2.3
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","LSp3",2.4,0,0,NA,"0","0","0","0.5","0","0","0","0","0",2.4
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","SlSt2",2.3,0,0.2,NA,"0.5","0","0","0.5","0","0.5","0","0","0",2.5
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"ee","CCoSp4",3.5,0,-0.06,NA,"0","-0.6","0","0","0","-0.3","0.5","-0.3","0",3.44
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.50","5.50","5.75","5.75","5.25","6.00","5.75","5.50","5.75",5.65
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.00","5.25","5.50","5.00","5.25","5.50","4.75","5.25","5.00",5.1
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.25","5.50","5.75","5.25","5.50","5.50","5.75","5.50","5.50",5.45
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.00","5.25","5.75","5.50","5.75","5.50","5.25","5.25","5.75",5.45
19,",LIU Yan","CHN",6,51.74,29.94,21.8,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.50","5.75","6.00","5.75","5.50","5.25","6.00","5.50","5.75",5.6
19,",LIU Yan","CHN",6,51.74,29.94,21.8,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","3T+3T",8,0,1,NA,"2","1","1","1","1","0","1","1","1",9
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","SpSq4",3.4,0,1,NA,"0","0","1","1","1","1","1","1","1",4.4
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","1S",0.4,0,-0.3,NA,"-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3",0.1
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","2A",3.5,0,0.2,NA,"0","1","1","0","0","0","0","0","0",3.7
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","FSSp3",2.6,0,0.1,NA,"0","0","0.5","0","0","0.5","0","0","-0.3",2.7
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","SlSt2",2.3,0,0.3,NA,"0","0.5","0.5","0.5","0.5","0","0","0","0",2.6
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","CCoSp2",2.5,0,-0.3,NA,"-0.3","-0.3","-0.3","-0.3","0","-0.3","-0.3","-0.3","-0.3",2.2
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"ee","LSp3",2.4,0,0.1,NA,"0.5","0","0","0","0","0.5","0.5","0","0",2.5
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.50","6.00","6.50","6.00","5.75","5.75","6.50","5.75","6.00",6.05
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.75","5.25","5.75","5.50","5.50","6.00","6.00","5.00","5.25",5.6
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.75","6.00","6.00","5.75","5.75","5.75","6.75","5.50","6.00",5.9
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.50","5.75","6.00","5.50","5.50","6.00","6.00","5.25","6.00",5.85
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.50","5.75","6.25","5.75","6.00","6.25","6.25","5.50","6.50",6.1
20,",GLEBOVA Elena","EST",18,50.8,27.2,23.6,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","3F+2T",6.8,0,-2.2,NA,"-2","-2","-3","-2","-2","-2","-2","-3","-3",4.6
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","3S",4.5,0,0,NA,"0","-1","0","1","0","0","0","1","0",4.5
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","LSp3",2.4,0,0,NA,"0","0","0.5","0.5","0","0","0","0.5","0",2.4
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","SpSq4",3.4,0,1,NA,"1","1","1","1","1","0","1","1","1",4.4
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","2A",3.5,0,-0.96,NA,"-0.8","-0.8","-0.8","-0.8","-0.8","-1.6","-0.8","-0.8","-1.6",2.54
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","FCSp4",3.2,0,0.2,NA,"0","0","0.5","0","0","0.5","0.5","0","0.5",3.4
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","SlSt3",3.3,0,0.1,NA,"0.5","0","0","0","0.5","0","0","0","0",3.4
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"ee","CCoSp4",3.5,0,0,NA,"0","-0.3","0","-0.3","0","0","0","0.5","0",3.5
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"pc","Skating Skills",NA,NA,NA,0.8,"5.75","5.25","6.00","5.75","5.75","5.00","5.50","6.00","5.75",5.6
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"pc","Transitions / Linking Footwork",NA,NA,NA,0.8,"5.50","5.00","5.50","5.75","5.50","4.75","5.00","5.50","5.00",5.2
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"pc","Performance / Execution",NA,NA,NA,0.8,"5.50","5.50","5.75","5.50","5.50","5.00","5.50","6.00","5.50",5.5
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"pc","Choreography / Composition",NA,NA,NA,0.8,"5.75","5.25","5.75","5.50","5.50","4.75","5.50","5.75","5.50",5.5
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,NA,"pc","Interpretation",NA,NA,NA,0.8,"5.75","5.50","6.00","5.75","5.75","5.25","5.75","6.00","5.75",5.7
21,",KARADEMIR Tugba","TUR",7,50.74,28.74,22,0,"ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","3Lo+2T",6.3,0,0,NA,"0","0","0","0","0","-1","0","0","0",6.3
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","3T",4,0,0,NA,"0","0","0","0","0","1","0","0","0",4
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","2A",3.5,0,0,NA,"0","0","0","0","0","1","0","0","0",3.5
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","LSp3",2.4,0,0.5,NA,"0.5","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5",2.9
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","SpSq4",3.4,0,0.4,NA,"1","0","0","0","1","0","1","1","0",3.8
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","FSSp2",2.3,0,-0.36,NA,"-0.3","-0.3","-0.3","0","-0.3","-0.6","-0.3","-0.3","-0.6",1.94
22,",LAFUENTE Sonia","ESP",1,49.74,28.94,20.8,NA,"ee","SlSt3",3.3,0,0.1,NA,"0","0","0","0","0","0.5","0.5","0","0",3.4
