rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,18.2,3A+1Eu+4S,1.0,fc2025,0.0,,21.11,2.91,,1,,2425,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,11.5,4Lz,2.0,fc2025,0.0,,14.95,3.45,,1,,2425,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,9.5,4T,3.0,fc2025,0.0,,10.99,1.49,,1,,2425,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,4.9,3Lo,4.0,fc2025,0.0,,6.09,1.19,,1,,2425,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,2.8,FCSp3,5.0,fc2025,0.0,,3.28,0.48,,1,,2425,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,3.0,CSSp4,6.0,fc2025,0.0,,3.86,0.86,,1,,2425,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,15.07,4T+3T,7.0,fc2025,1.0,,16.97,1.9,,1,,2425,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,10.12,3Lz+2A+SEQ,8.0,fc2025,1.0,,11.55,1.43,,1,,2425,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,6.49,3Lz,9.0,fc2025,1.0,,7.67,1.18,,1,,2425,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,3.3,StSq3,10.0,fc2025,0.0,,4.2,0.9,,1,,2425,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,3.0,ChSq1,11.0,fc2025,0.0,,4.0,1.0,,1,,2425,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,3.5,CCoSp4,12.0,fc2025,0.0,,4.35,0.85,,1,,2425,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,,,,fc2025,,3.33,8.04,,,0,Composition,2425,8.25,7.5,8.5,8.25,7.75,8.25,7.25,8.0,8.25,0,men,individual
1,Mikhail Shaidorov,KAZ,22,190.37,109.02,81.35,0.0,,,,fc2025,,3.33,8.14,,,0,Skating Skills,2425,8.0,8.25,8.5,8.25,8.25,8.25,7.5,7.75,8.25,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,9.7,4S,1.0,fc2025,0.0,,13.3,3.6,,1,,2425,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,1.3,2T,2.0,fc2025,0.0,,1.36,0.06,,1,,2425,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,10.8,3Lz+3Lo,3.0,fc2025,0.0,,12.57,1.77,,1,,2425,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,8.0,3A,4.0,fc2025,0.0,,10.06,2.06,,1,,2425,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,3.9,StSq4,5.0,fc2025,0.0,,5.46,1.56,,1,,2425,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,11.11,3F+1Eu+3S,6.0,fc2025,1.0,,12.62,1.51,,1,,2425,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,12.43,3A+2A+SEQ,7.0,fc2025,1.0,,14.37,1.94,,1,,2425,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,3.5,CCoSp4,8.0,fc2025,0.0,,4.7,1.2,,1,,2425,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,5.83,3F,9.0,fc2025,1.0,,7.27,1.44,,1,,2425,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,3.0,ChSq1,10.0,fc2025,0.0,,5.14,2.14,,1,,2425,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,3.2,FCSp4,11.0,fc2025,0.0,,4.02,0.82,,1,,2425,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,3.5,FCCoSp4,12.0,fc2025,0.0,,4.4,0.9,,1,,2425,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,,,,fc2025,,3.33,9.07,,,0,Composition,2425,8.75,8.5,9.25,9.25,9.25,8.75,9.0,9.5,9.25,0,men,individual
2,Junhwan Cha,KOR,19,185.78,95.27,90.51,0.0,,,,fc2025,,3.33,9.0,,,0,Skating Skills,2425,8.5,9.25,9.25,9.25,9.0,8.5,8.75,9.25,9.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,13.7,4T+3T,1.0,fc2025,0.0,,15.6,1.9,,1,,2425,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,9.5,4T,2.0,fc2025,0.0,,12.08,2.58,,1,,2425,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,4.9,3Lo,3.0,fc2025,0.0,,2.45,-2.45,F,1,,2425,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,3.2,FCSp4,4.0,fc2025,0.0,,3.84,0.64,,1,,2425,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,5.9,3Lz,5.0,fc2025,0.0,,7.25,1.35,,1,,2425,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,3.3,StSq3,6.0,fc2025,0.0,,4.05,0.75,,1,,2425,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,12.43,3Aq+2A+SEQ,7.0,fc2025,1.0,,10.03,-2.4,q,1,,2425,-3.0,-3.0,-3.0,-3.0,-3.0,-4.0,-3.0,-3.0,-2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,8.8,3A,8.0,fc2025,1.0,,9.37,0.57,,1,,2425,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,11.11,3F!+1Eu+3S,9.0,fc2025,1.0,,9.22,-1.89,!,1,,2425,-4.0,-3.0,-4.0,-3.0,-4.0,-4.0,-3.0,-4.0,-2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,3.0,CSSp4,10.0,fc2025,0.0,,3.64,0.64,,1,,2425,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,3.0,ChSq1,11.0,fc2025,0.0,,4.21,1.21,,1,,2425,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,3.5,CCoSp4,12.0,fc2025,0.0,,4.2,0.7,,1,,2425,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,,,,fc2025,,3.33,7.79,,,0,Composition,2425,7.75,7.75,7.75,8.25,7.5,8.25,7.75,7.75,7.25,0,men,individual
3,Jimmy Ma,USA,21,162.49,85.94,77.55,-1.0,,,,fc2025,,3.33,7.61,,,0,Skating Skills,2425,7.5,7.5,7.75,7.75,7.75,7.75,7.5,7.5,7.5,0,men,individual
