competition,isu_year,is_short_program,category,event_type,judge_number,judge_name,judge_nationality
gpfra2017,1718,1,pairs,individual,8,CHIGOGIDZE Salome,GEO
gpfra2017,1718,1,pairs,individual,9,NUMANOVA Saodat,UZB
gpfra2017,1718,0,pairs,individual,1,Daniela TACCANI,ITA
gpfra2017,1718,0,pairs,individual,2,DELFA Daniel,ESP
gpfra2017,1718,0,pairs,individual,3,TAUCHMANOVA Vera,CZE
gpfra2017,1718,0,pairs,individual,4,Anthony LEROY,FRA
gpfra2017,1718,0,pairs,individual,5,BENSON Cynthia,CAN
gpfra2017,1718,0,pairs,individual,6,kozhemiakina olga,RUS
gpfra2017,1718,0,pairs,individual,7,Dan FANG,CHN
gpfra2017,1718,0,pairs,individual,8,CHIGOGIDZE Salome,GEO
gpfra2017,1718,0,pairs,individual,9,NUMANOVA Saodat,UZB
ec2019,1819,1,men,individual,1,jensen lise rosto,NOR
ec2019,1819,1,men,individual,2,Agnieszka SWIDERSKA,POL
ec2019,1819,1,men,individual,3,FIODOROVA Nadezhda,GEO
ec2019,1819,1,men,individual,4,Osman SIRVAN,TUR
ec2019,1819,1,men,individual,5,SANCHO Saioa,ESP
ec2019,1819,1,men,individual,6,BOHLING Pernilla,FIN
ec2019,1819,1,men,individual,7,Elizabeth LITTLER M.B.E.,GBR
ec2019,1819,1,men,individual,8,Irina MEDVEDEVA,UKR
ec2019,1819,1,men,individual,9,KULIK Zanna,EST
ec2019,1819,0,men,individual,1,Osman SIRVAN,TUR
ec2019,1819,0,men,individual,2,Agnieszka SWIDERSKA,POL
ec2019,1819,0,men,individual,3,KULIK Zanna,EST
ec2019,1819,0,men,individual,4,SANCHO Saioa,ESP
ec2019,1819,0,men,individual,5,BOHLING Pernilla,FIN
ec2019,1819,0,men,individual,6,HORKLOVA Marketa,CZE
ec2019,1819,0,men,individual,7,Igor OBRAZTSOV,RUS
ec2019,1819,0,men,individual,8,Irina MEDVEDEVA,UKR
ec2019,1819,0,men,individual,9,Gloria MORANDI,ITA
ec2019,1819,1,women,individual,1,ADOLFSEN Mona,NOR
ec2019,1819,1,women,individual,2,Amstrup LINNEMANN Lone,DEN
ec2019,1819,1,women,individual,3,KLIUSHNIKOV Yury,AZE
ec2019,1819,1,women,individual,4,Hermi OTTEMANN,NED
ec2019,1819,1,women,individual,5,YORDANOVA Zoia,BUL
ec2019,1819,1,women,individual,6,BABENKO Sviatoslav,RUS
ec2019,1819,1,women,individual,7,KRAUZIENE Laimute,LTU
ec2019,1819,1,women,individual,8,VIKARNE-HOMOLYA Zsuzsanna,HUN
ec2019,1819,1,women,individual,9,BOHUNICKA Lenka,SVK
ec2019,1819,0,women,individual,1,ALHONEN Pia,FIN
ec2019,1819,0,women,individual,2,ABELE Agita,LAT
ec2019,1819,0,women,individual,3,KLIUSHNIKOV Yury,AZE
ec2019,1819,0,women,individual,4,Kadi ZVIRIK,EST
ec2019,1819,0,women,individual,5,Amstrup LINNEMANN Lone,DEN
ec2019,1819,0,women,individual,6,KRAUZIENE Laimute,LTU
ec2019,1819,0,women,individual,7,BOHUNICKA Lenka,SVK
ec2019,1819,0,women,individual,8,BABENKO Sviatoslav,RUS
ec2019,1819,0,women,individual,9,Marta OLOZAGARRE,ESP
ec2019,1819,1,pairs,individual,1,Akos PETHES,HUN
ec2019,1819,1,pairs,individual,2,KOZHEMYAKINA Olga,RUS
ec2019,1819,1,pairs,individual,3,Anna KANTOR,ISR
ec2019,1819,1,pairs,individual,4,KRUGLOVA Natalia,UKR
ec2019,1819,1,pairs,individual,5,BAUDYSOVA Jana,CZE
ec2019,1819,1,pairs,individual,6,Bernhard JUST,AUT
ec2019,1819,1,pairs,individual,7,Hanna THEN,POL
ec2019,1819,1,pairs,individual,8,Kodrin Lovorka,CRO
ec2019,1819,1,pairs,individual,9,Anthony LEROY,FRA
ec2019,1819,0,pairs,individual,1,Anthony LEROY,FRA
ec2019,1819,0,pairs,individual,2,Breda MARINSEK,SLO
ec2019,1819,0,pairs,individual,3,Andreas WALDECK,GER
ec2019,1819,0,pairs,individual,4,Beatrice PFISTER,SUI
ec2019,1819,0,pairs,individual,5,Anna KANTOR,ISR
ec2019,1819,0,pairs,individual,6,Hanna THEN,POL
ec2019,1819,0,pairs,individual,7,Akos PETHES,HUN
ec2019,1819,0,pairs,individual,8,BUTTARELLI Marco,ITA
ec2019,1819,0,pairs,individual,9,KOZHEMYAKINA Olga,RUS
fc2019,1819,1,men,individual,1,AUXIER Samuel,USA
fc2019,1819,1,men,individual,2,Eddy WU,TWN
fc2019,1819,1,men,individual,3,Nadezhda PARETSKAIA,KAZ
fc2019,1819,1,men,individual,4,KOH Sung-Hee,KOR
fc2019,1819,1,men,individual,5,Ariadna MORONES NEGRETE,MEX
fc2019,1819,1,men,individual,6,Dan FANG,CHN
fc2019,1819,1,men,individual,7,BLATZ Susan,CAN
fc2019,1819,1,men,individual,8,MAEDA Mami,JPN
fc2019,1819,1,men,individual,9,Peter RANKIN,AUS
fc2019,1819,0,men,individual,1,KOH Sung-Hee,KOR
fc2019,1819,0,men,individual,2,MAEDA Mami,JPN
fc2019,1819,0,men,individual,3,Eddy WU,TWN
fc2019,1819,0,men,individual,4,Nadezhda PARETSKAIA,KAZ
fc2019,1819,0,men,individual,5,AUXIER Samuel,USA
fc2019,1819,0,men,individual,6,BLATZ Susan,CAN
fc2019,1819,0,men,individual,7,Ariadna MORONES NEGRETE,MEX
fc2019,1819,0,men,individual,8,Peter RANKIN,AUS
fc2019,1819,0,men,individual,9,Dan FANG,CHN
fc2019,1819,1,women,individual,1,Anny HOU,BEL
fc2019,1819,1,women,individual,2,CHEN Dan,HKG
fc2019,1819,1,women,individual,3,ANDREW Rebecca,AUS
fc2019,1819,1,women,individual,4,Nobuhiko YOSHIOKA,JPN
fc2019,1819,1,women,individual,5,WANG Yumin,CHN
fc2019,1819,1,women,individual,6,guskov yuriy,KAZ
fc2019,1819,1,women,individual,7,Jung LEE Sue,KOR
fc2019,1819,1,women,individual,8,CARON Leanna,CAN
fc2019,1819,1,women,individual,9,Kevin ROSENSTEIN,USA
fc2019,1819,0,women,individual,1,Kevin ROSENSTEIN,USA
fc2019,1819,0,women,individual,2,guskov yuriy,KAZ
fc2019,1819,0,women,individual,3,Jung LEE Sue,KOR
fc2019,1819,0,women,individual,4,Anny HOU,BEL
fc2019,1819,0,women,individual,5,CARON Leanna,CAN
fc2019,1819,0,women,individual,6,CHEN Dan,HKG
fc2019,1819,0,women,individual,7,Nobuhiko YOSHIOKA,JPN
fc2019,1819,0,women,individual,8,WANG Yumin,CHN
fc2019,1819,0,women,individual,9,ANDREW Rebecca,AUS
fc2019,1819,1,pairs,individual,1,KUBOTA Masako,JPN
fc2019,1819,1,pairs,individual,2,Hal MARRON,USA
fc2019,1819,1,pairs,individual,3,SHI Wei,CHN
fc2019,1819,1,pairs,individual,4,AHN Na Young,KOR
fc2019,1819,1,pairs,individual,5,NUMANOVA Saodat,UZB
fc2019,1819,1,pairs,individual,6,Ko-Man TING,TWN
fc2019,1819,1,pairs,individual,7,PETRICEVIC Susan,NZL
fc2019,1819,1,pairs,individual,8,DEY Lynne,CAN
fc2019,1819,0,pairs,individual,1,AHN Na Young,KOR
fc2019,1819,0,pairs,individual,2,NUMANOVA Saodat,UZB
fc2019,1819,0,pairs,individual,3,Hal MARRON,USA
fc2019,1819,0,pairs,individual,4,SHI Wei,CHN
fc2019,1819,0,pairs,individual,5,PETRICEVIC Susan,NZL
fc2019,1819,0,pairs,individual,6,Ko-Man TING,TWN
fc2019,1819,0,pairs,individual,7,DEY Lynne,CAN
fc2019,1819,0,pairs,individual,8,KUBOTA Masako,JPN
gpcan2018,1819,1,men,individual,1,Anna KANTOR,ISR
gpcan2018,1819,1,men,individual,2,ANDREW Rebecca,AUS
gpcan2018,1819,1,men,individual,3,Igor OBRAZTSOV,RUS
gpcan2018,1819,1,men,individual,4,FORTIN Glenn,CAN
gpcan2018,1819,1,men,individual,5,Asa NORDBACK,SWE
gpcan2018,1819,1,men,individual,6,an so young,KOR
gpcan2018,1819,1,men,individual,7,Shizuko UGAKI,JPN
gpcan2018,1819,1,men,individual,8,HOLLIDAY Taffy,USA
gpcan2018,1819,1,men,individual,9,Anthony LEROY,FRA
gpcan2018,1819,0,men,individual,1,Anna KANTOR,ISR
gpcan2018,1819,0,men,individual,2,ANDREW Rebecca,AUS
gpcan2018,1819,0,men,individual,3,Igor OBRAZTSOV,RUS
gpcan2018,1819,0,men,individual,4,FORTIN Glenn,CAN
gpcan2018,1819,0,men,individual,5,Asa NORDBACK,SWE
gpcan2018,1819,0,men,individual,6,an so young,KOR
gpcan2018,1819,0,men,individual,7,Shizuko UGAKI,JPN
gpcan2018,1819,0,men,individual,8,HOLLIDAY Taffy,USA
gpcan2018,1819,0,men,individual,9,Anthony LEROY,FRA
gpcan2018,1819,1,women,individual,1,Shizuko UGAKI,JPN
gpcan2018,1819,1,women,individual,2,Nadezhda PARETSKAIA,KAZ
gpcan2018,1819,1,women,individual,3,labunskaiya lolita,RUS
gpcan2018,1819,1,women,individual,4,Jeroen PRINS,NED
gpcan2018,1819,1,women,individual,5,an so young,KOR
gpcan2018,1819,1,women,individual,6,BUTTARELLI Marco,ITA
gpcan2018,1819,1,women,individual,7,HOLLIDAY Taffy,USA
gpcan2018,1819,1,women,individual,8,Deborah ISLAM,CAN
gpcan2018,1819,1,women,individual,9,David MUNOZ,ESP
gpcan2018,1819,0,women,individual,1,Shizuko UGAKI,JPN
gpcan2018,1819,0,women,individual,2,Nadezhda PARETSKAIA,KAZ
gpcan2018,1819,0,women,individual,3,labunskaiya lolita,RUS
gpcan2018,1819,0,women,individual,4,Jeroen PRINS,NED
gpcan2018,1819,0,women,individual,5,an so young,KOR
gpcan2018,1819,0,women,individual,6,BUTTARELLI Marco,ITA
gpcan2018,1819,0,women,individual,7,HOLLIDAY Taffy,USA
gpcan2018,1819,0,women,individual,8,Deborah ISLAM,CAN
gpcan2018,1819,0,women,individual,9,David MUNOZ,ESP
gpcan2018,1819,1,pairs,individual,1,Jeroen PRINS,NED
gpcan2018,1819,1,pairs,individual,2,Igor OBRAZTSOV,RUS
gpcan2018,1819,1,pairs,individual,3,SHI Wei,CHN
gpcan2018,1819,1,pairs,individual,4,ANDREW Rebecca,AUS
gpcan2018,1819,1,pairs,individual,5,Asa NORDBACK,SWE
gpcan2018,1819,1,pairs,individual,6,BUTTARELLI Marco,ITA
gpcan2018,1819,1,pairs,individual,7,GOSSELIN Veronique,CAN
gpcan2018,1819,1,pairs,individual,8,HOLLIDAY Taffy,USA
gpcan2018,1819,1,pairs,individual,9,Anthony LEROY,FRA
gpcan2018,1819,0,pairs,individual,1,Jeroen PRINS,NED
gpcan2018,1819,0,pairs,individual,2,Igor OBRAZTSOV,RUS
gpcan2018,1819,0,pairs,individual,3,SHI Wei,CHN
gpcan2018,1819,0,pairs,individual,4,ANDREW Rebecca,AUS
gpcan2018,1819,0,pairs,individual,5,Asa NORDBACK,SWE
gpcan2018,1819,0,pairs,individual,6,BUTTARELLI Marco,ITA
gpcan2018,1819,0,pairs,individual,7,GOSSELIN Veronique,CAN
gpcan2018,1819,0,pairs,individual,8,HOLLIDAY Taffy,USA
gpcan2018,1819,0,pairs,individual,9,Anthony LEROY,FRA
gpusa2018,1819,1,men,individual,1,KLEIN Patty,CAN
gpusa2018,1819,1,men,individual,2,SMIDOVA Stanislava,CZE
gpusa2018,1819,1,men,individual,3,Alexei BELETSKI,ISR
gpusa2018,1819,1,men,individual,4,BETSCH Francis,FRA
gpusa2018,1819,1,men,individual,5,ENZMANN Wendy,USA
gpusa2018,1819,1,men,individual,6,WANG Yu,CHN
gpusa2018,1819,1,men,individual,7,BENINI Franco,ITA
gpusa2018,1819,1,men,individual,8,ABASOVA Maira,RUS
gpusa2018,1819,1,men,individual,9,CHIGOGIDZE Salome,GEO
gpusa2018,1819,0,men,individual,1,KLEIN Patty,CAN
gpusa2018,1819,0,men,individual,2,SMIDOVA Stanislava,CZE
gpusa2018,1819,0,men,individual,3,Alexei BELETSKI,ISR
gpusa2018,1819,0,men,individual,4,BETSCH Francis,FRA
gpusa2018,1819,0,men,individual,5,ENZMANN Wendy,USA
gpusa2018,1819,0,men,individual,6,WANG Yu,CHN
gpusa2018,1819,0,men,individual,7,BENINI Franco,ITA
gpusa2018,1819,0,men,individual,8,ABASOVA Maira,RUS
gpusa2018,1819,0,men,individual,9,CHIGOGIDZE Salome,GEO
gpusa2018,1819,1,women,individual,1,KLEIN Patty,CAN
gpusa2018,1819,1,women,individual,2,Ayumi KOZUKA,JPN
gpusa2018,1819,1,women,individual,3,Chihee RHEE,KOR
gpusa2018,1819,1,women,individual,4,BABENKO Sviatoslav,RUS
gpusa2018,1819,1,women,individual,5,Anne G. SHEAN,USA
gpusa2018,1819,1,women,individual,6,BETSCH Francis,FRA
gpusa2018,1819,1,women,individual,7,BENINI Franco,ITA
gpusa2018,1819,1,women,individual,8,BALKOV Yury,UKR
gpusa2018,1819,1,women,individual,9,KIMMINUS Kerstin,GER
gpusa2018,1819,0,women,individual,1,KLEIN Patty,CAN
gpusa2018,1819,0,women,individual,2,Ayumi KOZUKA,JPN
gpusa2018,1819,0,women,individual,3,Chihee RHEE,KOR
gpusa2018,1819,0,women,individual,4,BABENKO Sviatoslav,RUS
gpusa2018,1819,0,women,individual,5,Anne G. SHEAN,USA
gpusa2018,1819,0,women,individual,6,BETSCH Francis,FRA
gpusa2018,1819,0,women,individual,7,BENINI Franco,ITA
gpusa2018,1819,0,women,individual,8,BALKOV Yury,UKR
gpusa2018,1819,0,women,individual,9,KIMMINUS Kerstin,GER
gpusa2018,1819,1,pairs,individual,1,CHIGOGIDZE Salome,GEO
gpusa2018,1819,1,pairs,individual,2,BABENKO Sviatoslav,RUS
gpusa2018,1819,1,pairs,individual,3,KIMMINUS Kerstin,GER
gpusa2018,1819,1,pairs,individual,4,WANG Yu,CHN
gpusa2018,1819,1,pairs,individual,5,Ayumi KOZUKA,JPN
gpusa2018,1819,1,pairs,individual,6,SMIDOVA Stanislava,CZE
gpusa2018,1819,1,pairs,individual,7,Malgorzata SOBKOW,POL
gpusa2018,1819,1,pairs,individual,8,Hal MARRON,USA
gpusa2018,1819,1,pairs,individual,9,BENINI Franco,ITA
gpusa2018,1819,0,pairs,individual,1,CHIGOGIDZE Salome,GEO
gpusa2018,1819,0,pairs,individual,2,BABENKO Sviatoslav,RUS
gpusa2018,1819,0,pairs,individual,3,KIMMINUS Kerstin,GER
gpusa2018,1819,0,pairs,individual,4,WANG Yu,CHN
gpusa2018,1819,0,pairs,individual,5,Ayumi KOZUKA,JPN
gpusa2018,1819,0,pairs,individual,6,SMIDOVA Stanislava,CZE
gpusa2018,1819,0,pairs,individual,7,Malgorzata SOBKOW,POL
gpusa2018,1819,0,pairs,individual,8,Hal MARRON,USA
gpusa2018,1819,0,pairs,individual,9,BENINI Franco,ITA
gpfra2018,1819,1,men,individual,1,ABELE Agita,LAT
gpfra2018,1819,1,men,individual,2,FAWCETT Reaghan,CAN
gpfra2018,1819,1,men,individual,3,ABASOVA Maira,RUS
gpfra2018,1819,1,men,individual,4,Bing HAN,CHN
gpfra2018,1819,1,men,individual,5,AZUMA Etsuko,JPN
gpfra2018,1819,1,men,individual,6,Kevin ROSENSTEIN,USA
gpfra2018,1819,1,men,individual,7,Marta OLOZAGARRE,ESP
gpfra2018,1819,1,men,individual,8,MERIGUET Philippe,FRA
gpfra2018,1819,1,men,individual,9,Anna KANTOR,ISR
gpfra2018,1819,0,men,individual,1,ABELE Agita,LAT
gpfra2018,1819,0,men,individual,2,FAWCETT Reaghan,CAN
gpfra2018,1819,0,men,individual,3,ABASOVA Maira,RUS
gpfra2018,1819,0,men,individual,4,Bing HAN,CHN
gpfra2018,1819,0,men,individual,5,AZUMA Etsuko,JPN
gpfra2018,1819,0,men,individual,6,Kevin ROSENSTEIN,USA
gpfra2018,1819,0,men,individual,7,Marta OLOZAGARRE,ESP
gpfra2018,1819,0,men,individual,8,MERIGUET Philippe,FRA
gpfra2018,1819,0,men,individual,9,Anna KANTOR,ISR
gpfra2018,1819,1,women,individual,1,MORANDI Tiziana,ITA
gpfra2018,1819,1,women,individual,2,FAIG Ulla,GER
gpfra2018,1819,1,women,individual,3,AZUMA Etsuko,JPN
gpfra2018,1819,1,women,individual,4,Kevin ROSENSTEIN,USA
gpfra2018,1819,1,women,individual,5,HUNTER Janice,CAN
gpfra2018,1819,1,women,individual,6,HOUWING Kristina,SWE
gpfra2018,1819,1,women,individual,7,ATKOCIUNIENE Zivile,LTU
gpfra2018,1819,1,women,individual,8,Elisabeth LOUESDON,FRA
gpfra2018,1819,1,women,individual,9,KOZHEMYAKINA Olga,RUS
gpfra2018,1819,0,women,individual,1,MORANDI Tiziana,ITA
gpfra2018,1819,0,women,individual,2,FAIG Ulla,GER
gpfra2018,1819,0,women,individual,3,AZUMA Etsuko,JPN
gpfra2018,1819,0,women,individual,4,Kevin ROSENSTEIN,USA
gpfra2018,1819,0,women,individual,5,HUNTER Janice,CAN
gpfra2018,1819,0,women,individual,6,HOUWING Kristina,SWE
gpfra2018,1819,0,women,individual,7,ATKOCIUNIENE Zivile,LTU
gpfra2018,1819,0,women,individual,8,Elisabeth LOUESDON,FRA
gpfra2018,1819,0,women,individual,9,KOZHEMYAKINA Olga,RUS
gpfra2018,1819,1,pairs,individual,1,ABELE Agita,LAT
gpfra2018,1819,1,pairs,individual,2,FAWCETT Reaghan,CAN
gpfra2018,1819,1,pairs,individual,3,KOZHEMYAKINA Olga,RUS
gpfra2018,1819,1,pairs,individual,4,Bing HAN,CHN
gpfra2018,1819,1,pairs,individual,5,Kevin ROSENSTEIN,USA
gpfra2018,1819,1,pairs,individual,6,Florence VUYLSTEKER,FRA
gpfra2018,1819,1,pairs,individual,7,HOUWING Kristina,SWE
gpfra2018,1819,1,pairs,individual,8,MORANDI Tiziana,ITA
gpfra2018,1819,1,pairs,individual,9,ATKOCIUNIENE Zivile,LTU
gpfra2018,1819,0,pairs,individual,1,ABELE Agita,LAT
gpfra2018,1819,0,pairs,individual,2,FAWCETT Reaghan,CAN
gpfra2018,1819,0,pairs,individual,3,KOZHEMYAKINA Olga,RUS
gpfra2018,1819,0,pairs,individual,4,Bing HAN,CHN
gpfra2018,1819,0,pairs,individual,5,Kevin ROSENSTEIN,USA
gpfra2018,1819,0,pairs,individual,6,Florence VUYLSTEKER,FRA
gpfra2018,1819,0,pairs,individual,7,HOUWING Kristina,SWE
gpfra2018,1819,0,pairs,individual,8,MORANDI Tiziana,ITA
gpfra2018,1819,0,pairs,individual,9,ATKOCIUNIENE Zivile,LTU
gpf1819,1819,1,men,individual,1,Jung LEE Sue,KOR
gpf1819,1819,1,men,individual,2,BAUDYSOVA Jana,CZE
gpf1819,1819,1,men,individual,3,Florence VUYLSTEKER,FRA
gpf1819,1819,1,men,individual,4,Doug WILLIAMS,USA
gpf1819,1819,1,men,individual,5,HOWARD Karen,CAN
gpf1819,1819,1,men,individual,6,KUBOTA Masako,JPN
gpf1819,1819,1,men,individual,7,KOSONEN Merja,FIN
gpf1819,1819,1,men,individual,8,LOCATELLI Raffaella,ITA
gpf1819,1819,1,men,individual,9,KOZHEMYAKINA Olga,RUS
gpf1819,1819,0,men,individual,1,Jung LEE Sue,KOR
gpf1819,1819,0,men,individual,2,BAUDYSOVA Jana,CZE
gpf1819,1819,0,men,individual,3,Florence VUYLSTEKER,FRA
gpf1819,1819,0,men,individual,4,Doug WILLIAMS,USA
gpf1819,1819,0,men,individual,5,HOWARD Karen,CAN
gpf1819,1819,0,men,individual,6,KUBOTA Masako,JPN
gpf1819,1819,0,men,individual,7,KOSONEN Merja,FIN
gpf1819,1819,0,men,individual,8,LOCATELLI Raffaella,ITA
gpf1819,1819,0,men,individual,9,KOZHEMYAKINA Olga,RUS
gpf1819,1819,1,women,individual,1,Kristina LUNDGREN,USA
gpf1819,1819,1,women,individual,2,SHI Wei,CHN
gpf1819,1819,1,women,individual,3,CHIGOGIDZE Salome,GEO
gpf1819,1819,1,women,individual,4,FUKUDOME Tomie,JPN
gpf1819,1819,1,women,individual,5,Jean SENFT,CAN
gpf1819,1819,1,women,individual,6,Jung LEE Sue,KOR
gpf1819,1819,1,women,individual,7,Marta OLOZAGARRE,ESP
gpf1819,1819,1,women,individual,8,ANDREEVA Julia,RUS
gpf1819,1819,1,women,individual,9,LESKINEN Pekka,FIN
gpf1819,1819,0,women,individual,1,Kristina LUNDGREN,USA
gpf1819,1819,0,women,individual,2,SHI Wei,CHN
gpf1819,1819,0,women,individual,3,CHIGOGIDZE Salome,GEO
gpf1819,1819,0,women,individual,4,FUKUDOME Tomie,JPN
gpf1819,1819,0,women,individual,5,Jean SENFT,CAN
gpf1819,1819,0,women,individual,6,Jung LEE Sue,KOR
gpf1819,1819,0,women,individual,7,Marta OLOZAGARRE,ESP
gpf1819,1819,0,women,individual,8,ANDREEVA Julia,RUS
gpf1819,1819,0,women,individual,9,LESKINEN Pekka,FIN
gpf1819,1819,1,pairs,individual,1,BAUDYSOVA Jana,CZE
gpf1819,1819,1,pairs,individual,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,1,pairs,individual,3,LESKINEN Pekka,FIN
gpf1819,1819,1,pairs,individual,4,SHI Wei,CHN
gpf1819,1819,1,pairs,individual,5,KUBOTA Masako,JPN
gpf1819,1819,1,pairs,individual,6,LOCATELLI Raffaella,ITA
gpf1819,1819,1,pairs,individual,7,Andrea DERBY,CAN
gpf1819,1819,1,pairs,individual,8,Kristina LUNDGREN,USA
gpf1819,1819,1,pairs,individual,9,Florence VUYLSTEKER,FRA
gpf1819,1819,0,pairs,individual,1,BAUDYSOVA Jana,CZE
gpf1819,1819,0,pairs,individual,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,0,pairs,individual,3,LESKINEN Pekka,FIN
gpf1819,1819,0,pairs,individual,4,SHI Wei,CHN
gpf1819,1819,0,pairs,individual,5,KUBOTA Masako,JPN
gpf1819,1819,0,pairs,individual,6,LOCATELLI Raffaella,ITA
gpf1819,1819,0,pairs,individual,7,Andrea DERBY,CAN
gpf1819,1819,0,pairs,individual,8,Kristina LUNDGREN,USA
gpf1819,1819,0,pairs,individual,9,Florence VUYLSTEKER,FRA
gpf1819,1819,1,men,junior,1,HOWARD Karen,CAN
gpf1819,1819,1,men,junior,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,1,men,junior,3,LESKINEN Pekka,FIN
gpf1819,1819,1,men,junior,4,Doug WILLIAMS,USA
gpf1819,1819,1,men,junior,5,KUBOTA Masako,JPN
gpf1819,1819,1,men,junior,6,Florence VUYLSTEKER,FRA
gpf1819,1819,1,men,junior,7,LOCATELLI Raffaella,ITA
gpf1819,1819,1,men,junior,8,BAUDYSOVA Jana,CZE
gpf1819,1819,1,men,junior,9,Jung LEE Sue,KOR
gpf1819,1819,0,men,junior,1,HOWARD Karen,CAN
gpf1819,1819,0,men,junior,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,0,men,junior,3,LESKINEN Pekka,FIN
gpf1819,1819,0,men,junior,4,Doug WILLIAMS,USA
gpf1819,1819,0,men,junior,5,KUBOTA Masako,JPN
gpf1819,1819,0,men,junior,6,Florence VUYLSTEKER,FRA
gpf1819,1819,0,men,junior,7,LOCATELLI Raffaella,ITA
gpf1819,1819,0,men,junior,8,BAUDYSOVA Jana,CZE
gpf1819,1819,0,men,junior,9,Jung LEE Sue,KOR
gpf1819,1819,1,women,junior,1,CHIGOGIDZE Salome,GEO
gpf1819,1819,1,women,junior,2,Doug WILLIAMS,USA
gpf1819,1819,1,women,junior,3,Marta OLOZAGARRE,ESP
gpf1819,1819,1,women,junior,4,KOSONEN Merja,FIN
gpf1819,1819,1,women,junior,5,FUKUDOME Tomie,JPN
gpf1819,1819,1,women,junior,6,ANDREEVA Julia,RUS
gpf1819,1819,1,women,junior,7,Jung LEE Sue,KOR
gpf1819,1819,1,women,junior,8,SHI Wei,CHN
gpf1819,1819,1,women,junior,9,Jean SENFT,CAN
gpf1819,1819,0,women,junior,1,CHIGOGIDZE Salome,GEO
gpf1819,1819,0,women,junior,2,Doug WILLIAMS,USA
gpf1819,1819,0,women,junior,3,Marta OLOZAGARRE,ESP
gpf1819,1819,0,women,junior,4,KOSONEN Merja,FIN
gpf1819,1819,0,women,junior,5,FUKUDOME Tomie,JPN
gpf1819,1819,0,women,junior,6,ANDREEVA Julia,RUS
gpf1819,1819,0,women,junior,7,Jung LEE Sue,KOR
gpf1819,1819,0,women,junior,8,SHI Wei,CHN
gpf1819,1819,0,women,junior,9,Jean SENFT,CAN
gpf1819,1819,1,pairs,junior,1,KUBOTA Masako,JPN
gpf1819,1819,1,pairs,junior,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,1,pairs,junior,3,Andrea DERBY,CAN
gpf1819,1819,1,pairs,junior,4,Kristina LUNDGREN,USA
gpf1819,1819,1,pairs,junior,5,LOCATELLI Raffaella,ITA
gpf1819,1819,1,pairs,junior,6,Florence VUYLSTEKER,FRA
gpf1819,1819,1,pairs,junior,7,BAUDYSOVA Jana,CZE
gpf1819,1819,1,pairs,junior,8,SHI Wei,CHN
gpf1819,1819,1,pairs,junior,9,KOSONEN Merja,FIN
gpf1819,1819,0,pairs,junior,1,KUBOTA Masako,JPN
gpf1819,1819,0,pairs,junior,2,KOZHEMYAKINA Olga,RUS
gpf1819,1819,0,pairs,junior,3,Andrea DERBY,CAN
gpf1819,1819,0,pairs,junior,4,Kristina LUNDGREN,USA
gpf1819,1819,0,pairs,junior,5,LOCATELLI Raffaella,ITA
gpf1819,1819,0,pairs,junior,6,Florence VUYLSTEKER,FRA
gpf1819,1819,0,pairs,junior,7,BAUDYSOVA Jana,CZE
gpf1819,1819,0,pairs,junior,8,SHI Wei,CHN
gpf1819,1819,0,pairs,junior,9,KOSONEN Merja,FIN
ec2020,1920,1,men,individual,1,CHIGOGIDZE Salome,GEO
ec2020,1920,1,men,individual,2,ANILDI Ebru,TUR
ec2020,1920,1,men,individual,3,jensen lise rosto,NOR
ec2020,1920,1,men,individual,4,ABELE Agita,LAT
ec2020,1920,1,men,individual,5,KRUGLOVA Natalia,UKR
ec2020,1920,1,men,individual,6,Kvetoslava MATEJOVA,SVK
ec2020,1920,1,men,individual,7,Marta OLOZAGARRE,ESP
ec2020,1920,1,men,individual,8,Anthony LEROY,FRA
ec2020,1920,1,men,individual,9,Carmen LAUN,GER
ec2020,1920,0,men,individual,1,KRUGLOVA Natalia,UKR
ec2020,1920,0,men,individual,2,Eva SZILAGYI,HUN
ec2020,1920,0,men,individual,3,jensen lise rosto,NOR
ec2020,1920,0,men,individual,4,Marta OLOZAGARRE,ESP
ec2020,1920,0,men,individual,5,Carmen LAUN,GER
ec2020,1920,0,men,individual,6,Agnieszka SWIDERSKA,POL
ec2020,1920,0,men,individual,7,Kvetoslava MATEJOVA,SVK
ec2020,1920,0,men,individual,8,Kadi ZVIRIK,EST
ec2020,1920,0,men,individual,9,CHIGOGIDZE Salome,GEO
ec2020,1920,1,women,individual,1,VIKARNE-HOMOLYA Zsuzsanna,HUN
ec2020,1920,1,women,individual,2,Margo PAUW,NED
ec2020,1920,1,women,individual,3,Allan BOEHM,SVK
ec2020,1920,1,women,individual,4,BESCHEA Marina,ROU
ec2020,1920,1,women,individual,5,Natasa SKOK,SLO
ec2020,1920,1,women,individual,6,FEDCHENKO Igor,UKR
ec2020,1920,1,women,individual,7,VERRUE Veronique,FRA
ec2020,1920,1,women,individual,8,Magdalena RUSIECKA,POL
ec2020,1920,1,women,individual,9,GROF Katarina MITROVIC,SRB
ec2020,1920,0,women,individual,1,DAVIDSSON Laila,SWE
