competition,isu_year,is_short_program,category,event_type,judge_number,judge_name,judge_nationality
ec2022,2122,0,men,individual,7,SHARKINA Tatiana,RUS
ec2022,2122,0,men,individual,8,POPOVA Vessela,BUL
ec2022,2122,0,men,individual,9,ANILDI Ebru,TUR
ec2022,2122,1,women,individual,1,Antica GRUBISIC,CRO
ec2022,2122,1,women,individual,2,GROF Katarina MITROVIC,SRB
ec2022,2122,1,women,individual,3,Andreas WALDECK,GER
ec2022,2122,1,women,individual,4,VERRUE Veronique,FRA
ec2022,2122,1,women,individual,5,AVBREHT Mateja,SLO
ec2022,2122,1,women,individual,6,Kadi ZVIRIK,EST
ec2022,2122,1,women,individual,7,TOIGO Walter,ITA
ec2022,2122,1,women,individual,8,RISTANEN Tarja,FIN
ec2022,2122,1,women,individual,9,FIODOROVA Nadezhda,GEO
ec2022,2122,0,women,individual,1,VERRUE Veronique,FRA
ec2022,2122,0,women,individual,2,SANCHO Saioa,ESP
ec2022,2122,0,women,individual,3,Antica GRUBISIC,CRO
ec2022,2122,0,women,individual,4,RISTANEN Tarja,FIN
ec2022,2122,0,women,individual,5,FIODOROVA Nadezhda,GEO
ec2022,2122,0,women,individual,6,AHISKAL Senem,TUR
ec2022,2122,0,women,individual,7,Kadi ZVIRIK,EST
ec2022,2122,0,women,individual,8,Adrienn SCHADENBAUER,AUT
ec2022,2122,0,women,individual,9,Andreas WALDECK,GER
ec2022,2122,1,pairs,individual,1,Massimo ORLANDINI,ITA
ec2022,2122,1,pairs,individual,2,Agnieszka SWIDERSKA,POL
ec2022,2122,1,pairs,individual,3,CUCUPHAT Helene,FRA
ec2022,2122,1,pairs,individual,4,Kodrin Lovorka,CRO
ec2022,2122,1,pairs,individual,5,Katharina RAUCH,AUT
ec2022,2122,1,pairs,individual,6,Akos PETHES,HUN
ec2022,2122,1,pairs,individual,7,KOZHEMYAKINA Olga,RUS
ec2022,2122,1,pairs,individual,8,GRAINGE Richard,GBR
ec2022,2122,1,pairs,individual,9,Peter VOTH,GER
ec2022,2122,0,pairs,individual,1,Margo PAUW,NED
ec2022,2122,0,pairs,individual,2,Peter VOTH,GER
ec2022,2122,0,pairs,individual,3,Massimo ORLANDINI,ITA
ec2022,2122,0,pairs,individual,4,KOZHEMYAKINA Olga,RUS
ec2022,2122,0,pairs,individual,5,DELFA Daniel,ESP
ec2022,2122,0,pairs,individual,6,GRAINGE Richard,GBR
ec2022,2122,0,pairs,individual,7,Akos PETHES,HUN
ec2022,2122,0,pairs,individual,8,Donatella LEONELLI,SUI
ec2022,2122,0,pairs,individual,9,CUCUPHAT Helene,FRA
wc2022,2122,1,men,individual,1,guskov yuriy,KAZ
wc2022,2122,1,men,individual,2,ANILDI Ebru,TUR
wc2022,2122,1,men,individual,3,BILLOW Emilie,SWE
wc2022,2122,1,men,individual,4,Katharina RAUCH,AUT
wc2022,2122,1,men,individual,5,Kadi ZVIRIK,EST
wc2022,2122,1,men,individual,6,KLIUSHNIKOV Yury,AZE
wc2022,2122,1,men,individual,7,MERIGUET Philippe,FRA
wc2022,2122,1,men,individual,8,CAVELLI Daniela,ITA
wc2022,2122,1,men,individual,9,Deborah ISLAM,CAN
wc2022,2122,0,men,individual,1,Deborah ISLAM,CAN
wc2022,2122,0,men,individual,2,Kadi ZVIRIK,EST
wc2022,2122,0,men,individual,3,BILLOW Emilie,SWE
wc2022,2122,0,men,individual,4,CAVELLI Daniela,ITA
wc2022,2122,0,men,individual,5,ANILDI Ebru,TUR
wc2022,2122,0,men,individual,6,Katharina RAUCH,AUT
wc2022,2122,0,men,individual,7,MERIGUET Philippe,FRA
wc2022,2122,0,men,individual,8,KLIUSHNIKOV Yury,AZE
wc2022,2122,0,men,individual,9,guskov yuriy,KAZ
wc2022,2122,1,women,individual,1,Ko-Man TING,TWN
wc2022,2122,1,women,individual,2,HOWARD Karen,CAN
wc2022,2122,1,women,individual,3,MORANDI Tiziana,ITA
wc2022,2122,1,women,individual,4,DAVIDSSON Laila,SWE
wc2022,2122,1,women,individual,5,Attila SOOS,HUN
wc2022,2122,1,women,individual,6,Hermi OTTEMANN,NED
wc2022,2122,1,women,individual,7,Ayumi KOZUKA,JPN
wc2022,2122,1,women,individual,8,LESKINEN Pekka,FIN
wc2022,2122,1,women,individual,9,HAN Kyung Young,KOR
wc2022,2122,0,women,individual,1,DAVIDSSON Laila,SWE
wc2022,2122,0,women,individual,2,HAN Kyung Young,KOR
wc2022,2122,0,women,individual,3,MORANDI Tiziana,ITA
wc2022,2122,0,women,individual,4,Attila SOOS,HUN
wc2022,2122,0,women,individual,5,Ko-Man TING,TWN
wc2022,2122,0,women,individual,6,EHRHARDT Karin,AUT
wc2022,2122,0,women,individual,7,Ayumi KOZUKA,JPN
wc2022,2122,0,women,individual,8,HOWARD Karen,CAN
wc2022,2122,0,women,individual,9,POPOVA Vessela,BUL
wc2022,2122,1,pairs,individual,1,VIKARNE-HOMOLYA Zsuzsanna,HUN
wc2022,2122,1,pairs,individual,2,GOSSELIN Veronique,CAN
wc2022,2122,1,pairs,individual,3,Nobuhiko YOSHIOKA,JPN
wc2022,2122,1,pairs,individual,4,Jeroen PRINS,NED
wc2022,2122,1,pairs,individual,5,ARCHER Karen,GBR
wc2022,2122,1,pairs,individual,6,Anna KANTOR,ISR
wc2022,2122,1,pairs,individual,7,ROSENBLUTH Robert,USA
wc2022,2122,1,pairs,individual,8,DUBRAVCIC SIMUNJAK Sanda,CRO
wc2022,2122,1,pairs,individual,9,SMIDOVA Stanislava,CZE
wc2022,2122,0,pairs,individual,1,Anna KANTOR,ISR
wc2022,2122,0,pairs,individual,2,ARCHER Karen,GBR
wc2022,2122,0,pairs,individual,3,CUCUPHAT Helene,FRA
wc2022,2122,0,pairs,individual,4,SMIDOVA Stanislava,CZE
wc2022,2122,0,pairs,individual,5,ROSENBLUTH Robert,USA
wc2022,2122,0,pairs,individual,6,Jeroen PRINS,NED
wc2022,2122,0,pairs,individual,7,Nobuhiko YOSHIOKA,JPN
wc2022,2122,0,pairs,individual,8,Adrienn SCHADENBAUER,AUT
wc2022,2122,0,pairs,individual,9,Gloria MORANDI,ITA
fc2022,2122,1,men,individual,1,Doug WILLIAMS,USA
fc2022,2122,1,men,individual,2,HAN Kyung Young,KOR
fc2022,2122,1,men,individual,3,SHARKINA Tatiana,RUS
fc2022,2122,1,men,individual,4,YORDANOVA Zoia,BUL
fc2022,2122,1,men,individual,5,HORIUCHI Ritsuko,JPN
fc2022,2122,1,men,individual,6,martinez sasha,MEX
fc2022,2122,1,men,individual,7,DU Evelyn Katherine PREEZ,AUS
fc2022,2122,1,men,individual,8,Jeff LUKASIK,CAN
fc2022,2122,0,men,individual,1,HORIUCHI Ritsuko,JPN
fc2022,2122,0,men,individual,2,Doug WILLIAMS,USA
fc2022,2122,0,men,individual,3,SHARKINA Tatiana,RUS
fc2022,2122,0,men,individual,4,YORDANOVA Zoia,BUL
fc2022,2122,0,men,individual,5,HAN Kyung Young,KOR
fc2022,2122,0,men,individual,6,martinez sasha,MEX
fc2022,2122,0,men,individual,7,DU Evelyn Katherine PREEZ,AUS
fc2022,2122,0,men,individual,8,Jeff LUKASIK,CAN
fc2022,2122,1,women,individual,1,Ariadna MORONES NEGRETE,MEX
fc2022,2122,1,women,individual,2,Beth CRANE,CAN
fc2022,2122,1,women,individual,3,guskov yuriy,KAZ
fc2022,2122,1,women,individual,4,BAKKER Ernestien,NED
fc2022,2122,1,women,individual,5,LEAVER Linda,USA
fc2022,2122,1,women,individual,6,Ayumi KOZUKA,JPN
fc2022,2122,1,women,individual,7,Anastassiya MAKAROVA,UKR
fc2022,2122,1,women,individual,8,Angelique CLYDE-SMITH,AUS
fc2022,2122,1,women,individual,9,Hee KOH Sung,KOR
fc2022,2122,0,women,individual,1,Anastassiya MAKAROVA,UKR
fc2022,2122,0,women,individual,2,Beth CRANE,CAN
fc2022,2122,0,women,individual,3,Angelique CLYDE-SMITH,AUS
fc2022,2122,0,women,individual,4,BAKKER Ernestien,NED
fc2022,2122,0,women,individual,5,Ayumi KOZUKA,JPN
fc2022,2122,0,women,individual,6,Ariadna MORONES NEGRETE,MEX
fc2022,2122,0,women,individual,7,Hee KOH Sung,KOR
fc2022,2122,0,women,individual,8,guskov yuriy,KAZ
fc2022,2122,0,women,individual,9,LEAVER Linda,USA
fc2022,2122,1,pairs,individual,1,Deborah NOYES,AUS
fc2022,2122,1,pairs,individual,2,an so young,KOR
fc2022,2122,1,pairs,individual,3,FORTIN Reaghan,CAN
fc2022,2122,1,pairs,individual,4,POSNO Tineke,NED
fc2022,2122,1,pairs,individual,5,CEROVAC Josip,CRO
fc2022,2122,1,pairs,individual,6,Hal MARRON,USA
fc2022,2122,1,pairs,individual,7,Edith SCHILLER,AUT
fc2022,2122,1,pairs,individual,8,BOHLING Pernilla,FIN
fc2022,2122,0,pairs,individual,1,FORTIN Reaghan,CAN
fc2022,2122,0,pairs,individual,2,an so young,KOR
fc2022,2122,0,pairs,individual,3,Edith SCHILLER,AUT
fc2022,2122,0,pairs,individual,4,Hal MARRON,USA
fc2022,2122,0,pairs,individual,5,CEROVAC Josip,CRO
fc2022,2122,0,pairs,individual,6,POSNO Tineke,NED
fc2022,2122,0,pairs,individual,7,Deborah NOYES,AUS
fc2022,2122,0,pairs,individual,8,BOHLING Pernilla,FIN
gpcan2021,2122,1,men,individual,1,BILLOW Emilie,SWE
gpcan2021,2122,1,men,individual,2,LEE Ri Tae,KOR
gpcan2021,2122,1,men,individual,3,EHALT Saara,FIN
gpcan2021,2122,1,men,individual,4,SHARKINA Tatiana,RUS
gpcan2021,2122,1,men,individual,5,LEVSHUNOVA Yulia,GEO
gpcan2021,2122,1,men,individual,6,DELFA Daniel,ESP
gpcan2021,2122,1,men,individual,7,HOWARD Karen,CAN
gpcan2021,2122,1,men,individual,8,HORIUCHI Ritsuko,JPN
gpcan2021,2122,1,men,individual,9,Kristina LUNDGREN,USA
gpcan2021,2122,0,men,individual,1,BILLOW Emilie,SWE
gpcan2021,2122,0,men,individual,2,LEE Ri Tae,KOR
gpcan2021,2122,0,men,individual,3,EHALT Saara,FIN
gpcan2021,2122,0,men,individual,4,SHARKINA Tatiana,RUS
gpcan2021,2122,0,men,individual,5,LEVSHUNOVA Yulia,GEO
gpcan2021,2122,0,men,individual,6,DELFA Daniel,ESP
gpcan2021,2122,0,men,individual,7,HOWARD Karen,CAN
gpcan2021,2122,0,men,individual,8,HORIUCHI Ritsuko,JPN
gpcan2021,2122,0,men,individual,9,Kristina LUNDGREN,USA
gpcan2021,2122,1,women,individual,1,BILLOW Emilie,SWE
gpcan2021,2122,1,women,individual,2,Kristina LUNDGREN,USA
gpcan2021,2122,1,women,individual,3,DELFA Daniel,ESP
gpcan2021,2122,1,women,individual,4,FORTIN Glenn,CAN
gpcan2021,2122,1,women,individual,5,LEE Ri Tae,KOR
gpcan2021,2122,1,women,individual,6,EHALT Saara,FIN
gpcan2021,2122,1,women,individual,7,SHI Wei,CHN
gpcan2021,2122,1,women,individual,8,Elena FOMINA,RUS
gpcan2021,2122,1,women,individual,9,HORIUCHI Ritsuko,JPN
gpcan2021,2122,0,women,individual,1,BILLOW Emilie,SWE
gpcan2021,2122,0,women,individual,2,Kristina LUNDGREN,USA
gpcan2021,2122,0,women,individual,3,DELFA Daniel,ESP
gpcan2021,2122,0,women,individual,4,FORTIN Glenn,CAN
gpcan2021,2122,0,women,individual,5,LEE Ri Tae,KOR
gpcan2021,2122,0,women,individual,6,EHALT Saara,FIN
gpcan2021,2122,0,women,individual,7,SHI Wei,CHN
gpcan2021,2122,0,women,individual,8,Elena FOMINA,RUS
gpcan2021,2122,0,women,individual,9,HORIUCHI Ritsuko,JPN
gpcan2021,2122,1,pairs,individual,1,an so young,KOR
gpcan2021,2122,1,pairs,individual,2,Kristina LUNDGREN,USA
gpcan2021,2122,1,pairs,individual,3,Andrea DERBY,CAN
gpcan2021,2122,1,pairs,individual,4,FAIG Ulla,GER
gpcan2021,2122,1,pairs,individual,5,Marta OLOZAGARRE,ESP
gpcan2021,2122,1,pairs,individual,6,SHARKINA Tatiana,RUS
gpcan2021,2122,1,pairs,individual,7,BILLOW Emilie,SWE
gpcan2021,2122,1,pairs,individual,8,SHI Wei,CHN
gpcan2021,2122,1,pairs,individual,9,EHALT Saara,FIN
gpcan2021,2122,0,pairs,individual,1,an so young,KOR
gpcan2021,2122,0,pairs,individual,2,Kristina LUNDGREN,USA
gpcan2021,2122,0,pairs,individual,3,Andrea DERBY,CAN
gpcan2021,2122,0,pairs,individual,4,FAIG Ulla,GER
gpcan2021,2122,0,pairs,individual,5,Marta OLOZAGARRE,ESP
gpcan2021,2122,0,pairs,individual,6,SHARKINA Tatiana,RUS
gpcan2021,2122,0,pairs,individual,7,BILLOW Emilie,SWE
gpcan2021,2122,0,pairs,individual,8,SHI Wei,CHN
gpcan2021,2122,0,pairs,individual,9,EHALT Saara,FIN
gpusa2021,2122,1,men,individual,1,FAIG Ulla,GER
gpusa2021,2122,1,men,individual,2,MISUREC Miroslav,CZE
gpusa2021,2122,1,men,individual,3,FERRARIO Pinuccia,ITA
gpusa2021,2122,1,men,individual,4,DEY Lynne,CAN
gpusa2021,2122,1,men,individual,5,labunskaiya lolita,RUS
gpusa2021,2122,1,men,individual,6,HORIUCHI Ritsuko,JPN
gpusa2021,2122,1,men,individual,7,ENZMANN Wendy,USA
gpusa2021,2122,1,men,individual,8,CUCUPHAT Helene,FRA
gpusa2021,2122,1,men,individual,9,Malgorzata SOBKOW,POL
gpusa2021,2122,0,men,individual,1,FAIG Ulla,GER
gpusa2021,2122,0,men,individual,2,MISUREC Miroslav,CZE
gpusa2021,2122,0,men,individual,3,FERRARIO Pinuccia,ITA
gpusa2021,2122,0,men,individual,4,DEY Lynne,CAN
gpusa2021,2122,0,men,individual,5,labunskaiya lolita,RUS
gpusa2021,2122,0,men,individual,6,HORIUCHI Ritsuko,JPN
gpusa2021,2122,0,men,individual,7,ENZMANN Wendy,USA
gpusa2021,2122,0,men,individual,8,CUCUPHAT Helene,FRA
gpusa2021,2122,0,men,individual,9,Malgorzata SOBKOW,POL
gpusa2021,2122,1,women,individual,1,Erica TOPOLSKI,CAN
gpusa2021,2122,1,women,individual,2,KOZHEMYAKINA Olga,RUS
gpusa2021,2122,1,women,individual,3,David MUNOZ,ESP
gpusa2021,2122,1,women,individual,4,Jung LEE Sue,KOR
gpusa2021,2122,1,women,individual,5,Aniela HEBEL-SZMAK,POL
gpusa2021,2122,1,women,individual,6,VIKARNE-HOMOLYA Zsuzsanna,HUN
gpusa2021,2122,1,women,individual,7,HORIUCHI Ritsuko,JPN
gpusa2021,2122,1,women,individual,8,Haya LEENARDS,NED
gpusa2021,2122,1,women,individual,9,AUXIER Samuel,USA
gpusa2021,2122,0,women,individual,1,Erica TOPOLSKI,CAN
gpusa2021,2122,0,women,individual,2,KOZHEMYAKINA Olga,RUS
gpusa2021,2122,0,women,individual,3,David MUNOZ,ESP
gpusa2021,2122,0,women,individual,4,Jung LEE Sue,KOR
gpusa2021,2122,0,women,individual,5,Aniela HEBEL-SZMAK,POL
gpusa2021,2122,0,women,individual,6,VIKARNE-HOMOLYA Zsuzsanna,HUN
gpusa2021,2122,0,women,individual,7,HORIUCHI Ritsuko,JPN
gpusa2021,2122,0,women,individual,8,Haya LEENARDS,NED
gpusa2021,2122,0,women,individual,9,AUXIER Samuel,USA
gpusa2021,2122,1,pairs,individual,1,FERRARIO Pinuccia,ITA
gpusa2021,2122,1,pairs,individual,2,CUCUPHAT Helene,FRA
gpusa2021,2122,1,pairs,individual,3,Jung LEE Sue,KOR
gpusa2021,2122,1,pairs,individual,4,DEY Lynne,CAN
gpusa2021,2122,1,pairs,individual,5,Aniela HEBEL-SZMAK,POL
gpusa2021,2122,1,pairs,individual,6,KOZHEMYAKINA Olga,RUS
gpusa2021,2122,1,pairs,individual,7,Haya LEENARDS,NED
gpusa2021,2122,1,pairs,individual,8,GRAHAM Peggy,USA
gpusa2021,2122,1,pairs,individual,9,HORIUCHI Ritsuko,JPN
gpusa2021,2122,0,pairs,individual,1,FERRARIO Pinuccia,ITA
gpusa2021,2122,0,pairs,individual,2,CUCUPHAT Helene,FRA
gpusa2021,2122,0,pairs,individual,3,Jung LEE Sue,KOR
gpusa2021,2122,0,pairs,individual,4,DEY Lynne,CAN
gpusa2021,2122,0,pairs,individual,5,Aniela HEBEL-SZMAK,POL
gpusa2021,2122,0,pairs,individual,6,KOZHEMYAKINA Olga,RUS
gpusa2021,2122,0,pairs,individual,7,Haya LEENARDS,NED
gpusa2021,2122,0,pairs,individual,8,GRAHAM Peggy,USA
gpusa2021,2122,0,pairs,individual,9,HORIUCHI Ritsuko,JPN
gpfra2021,2122,1,men,individual,1,ABELE Agita,LAT
gpfra2021,2122,1,men,individual,2,OGAWA Yuko,JPN
gpfra2021,2122,1,men,individual,3,BENSON Cynthia,CAN
gpfra2021,2122,1,men,individual,4,Miriam PALANGE,ITA
gpfra2021,2122,1,men,individual,5,Ozkan SILAOGLU Tanay,TUR
gpfra2021,2122,1,men,individual,6,Elena FOMINA,RUS
gpfra2021,2122,1,men,individual,7,Anthony LEROY,FRA
gpfra2021,2122,1,men,individual,8,GLENN Roger,USA
gpfra2021,2122,1,men,individual,9,DELFA Daniel,ESP
gpfra2021,2122,0,men,individual,1,ABELE Agita,LAT
gpfra2021,2122,0,men,individual,2,OGAWA Yuko,JPN
gpfra2021,2122,0,men,individual,3,BENSON Cynthia,CAN
gpfra2021,2122,0,men,individual,4,Miriam PALANGE,ITA
gpfra2021,2122,0,men,individual,5,Ozkan SILAOGLU Tanay,TUR
gpfra2021,2122,0,men,individual,6,Elena FOMINA,RUS
gpfra2021,2122,0,men,individual,7,Anthony LEROY,FRA
gpfra2021,2122,0,men,individual,8,GLENN Roger,USA
gpfra2021,2122,0,men,individual,9,DELFA Daniel,ESP
gpfra2021,2122,1,women,individual,1,LEAVER Linda,USA
gpfra2021,2122,1,women,individual,2,an so young,KOR
gpfra2021,2122,1,women,individual,3,DELFA Daniel,ESP
gpfra2021,2122,1,women,individual,4,OGAWA Yuko,JPN
gpfra2021,2122,1,women,individual,5,KRAUZIENE Laimute,LTU
gpfra2021,2122,1,women,individual,6,LEBLANC-RICHARD Nicole,CAN
gpfra2021,2122,1,women,individual,7,KLIUSHNIKOV Yury,AZE
gpfra2021,2122,1,women,individual,8,Elena FOMINA,RUS
gpfra2021,2122,1,women,individual,9,Elisabeth LOUESDON,FRA
gpfra2021,2122,0,women,individual,1,LEAVER Linda,USA
gpfra2021,2122,0,women,individual,2,an so young,KOR
gpfra2021,2122,0,women,individual,3,DELFA Daniel,ESP
gpfra2021,2122,0,women,individual,4,OGAWA Yuko,JPN
gpfra2021,2122,0,women,individual,5,KRAUZIENE Laimute,LTU
gpfra2021,2122,0,women,individual,6,LEBLANC-RICHARD Nicole,CAN
gpfra2021,2122,0,women,individual,7,KLIUSHNIKOV Yury,AZE
gpfra2021,2122,0,women,individual,8,Elena FOMINA,RUS
gpfra2021,2122,0,women,individual,9,Elisabeth LOUESDON,FRA
gpfra2021,2122,1,pairs,individual,1,Miriam PALANGE,ITA
gpfra2021,2122,1,pairs,individual,2,GLENN Roger,USA
gpfra2021,2122,1,pairs,individual,3,Florence VUYLSTEKER,FRA
gpfra2021,2122,1,pairs,individual,4,DELFA Daniel,ESP
gpfra2021,2122,1,pairs,individual,5,KLIUSHNIKOV Yury,AZE
gpfra2021,2122,1,pairs,individual,6,an so young,KOR
gpfra2021,2122,1,pairs,individual,7,BENSON Cynthia,CAN
gpfra2021,2122,1,pairs,individual,8,DOLGUSHIN Igor,RUS
gpfra2021,2122,1,pairs,individual,9,ABELE Agita,LAT
gpfra2021,2122,0,pairs,individual,1,Miriam PALANGE,ITA
gpfra2021,2122,0,pairs,individual,2,GLENN Roger,USA
gpfra2021,2122,0,pairs,individual,3,Florence VUYLSTEKER,FRA
gpfra2021,2122,0,pairs,individual,4,DELFA Daniel,ESP
gpfra2021,2122,0,pairs,individual,5,KLIUSHNIKOV Yury,AZE
gpfra2021,2122,0,pairs,individual,6,an so young,KOR
gpfra2021,2122,0,pairs,individual,7,BENSON Cynthia,CAN
gpfra2021,2122,0,pairs,individual,8,DOLGUSHIN Igor,RUS
gpfra2021,2122,0,pairs,individual,9,ABELE Agita,LAT
owg2022,2122,1,men,individual,1,BRAMBATI Claudia,ITA
owg2022,2122,1,men,individual,2,Dan FANG,CHN
owg2022,2122,1,men,individual,3,Anna KANTOR,ISR
owg2022,2122,1,men,individual,4,KUBOTA Masako,JPN
owg2022,2122,1,men,individual,5,Anthony LEROY,FRA
owg2022,2122,1,men,individual,6,Jung LEE Sue,KOR
owg2022,2122,1,men,individual,7,Ekaterina SEROVA,BLR
owg2022,2122,1,men,individual,8,Asa NORDBACK,SWE
owg2022,2122,1,men,individual,9,BENSON Cynthia,CAN
owg2022,2122,0,men,individual,1,Dan FANG,CHN
owg2022,2122,0,men,individual,2,Ekaterina SEROVA,BLR
owg2022,2122,0,men,individual,3,KUBOTA Masako,JPN
owg2022,2122,0,men,individual,4,martinez sasha,MEX
owg2022,2122,0,men,individual,5,MISUREC Miroslav,CZE
owg2022,2122,0,men,individual,6,Anna KANTOR,ISR
owg2022,2122,0,men,individual,7,Asa NORDBACK,SWE
owg2022,2122,0,men,individual,8,KULIK Zanna,EST
owg2022,2122,0,men,individual,9,BRAMBATI Claudia,ITA
owg2022,2122,1,women,individual,1,HOUGHTON Patricia,GBR
owg2022,2122,1,women,individual,2,BAKKER Ernestien,NED
owg2022,2122,1,women,individual,3,WANG Yu,CHN
owg2022,2122,1,women,individual,4,Bernhard JUST,AUT
owg2022,2122,1,women,individual,5,HUNTER Janice,CAN
owg2022,2122,1,women,individual,6,Kristina LUNDGREN,USA
owg2022,2122,1,women,individual,7,SMIDOVA Stanislava,CZE
owg2022,2122,1,women,individual,8,Kadi ZVIRIK,EST
owg2022,2122,1,women,individual,9,AHN Na Young,KOR
owg2022,2122,0,women,individual,1,Elena FOMINA,RUS
owg2022,2122,0,women,individual,2,BAKKER Ernestien,NED
owg2022,2122,0,women,individual,3,KLIUSHNIKOV Yury,AZE
owg2022,2122,0,women,individual,4,WANG Yu,CHN
owg2022,2122,0,women,individual,5,Kristina LUNDGREN,USA
owg2022,2122,0,women,individual,6,HOUGHTON Patricia,GBR
owg2022,2122,0,women,individual,7,Bernhard JUST,AUT
owg2022,2122,0,women,individual,8,Kadi ZVIRIK,EST
owg2022,2122,0,women,individual,9,HUNTER Janice,CAN
owg2022,2122,1,pairs,individual,1,Anja RIST,GER
owg2022,2122,1,pairs,individual,2,Anna KANTOR,ISR
owg2022,2122,1,pairs,individual,3,KOZHEMYAKINA Olga,RUS
owg2022,2122,1,pairs,individual,4,Andrea DERBY,CAN
owg2022,2122,1,pairs,individual,5,BINDER Elisabeth,AUT
owg2022,2122,1,pairs,individual,6,VIKARNE-HOMOLYA Zsuzsanna,HUN
owg2022,2122,1,pairs,individual,7,MAEDA Mami,JPN
owg2022,2122,1,pairs,individual,8,Ekaterina SEROVA,BLR
owg2022,2122,1,pairs,individual,9,BUTTARELLI Marco,ITA
owg2022,2122,0,pairs,individual,1,Anna KANTOR,ISR
owg2022,2122,0,pairs,individual,2,Andrea DERBY,CAN
owg2022,2122,0,pairs,individual,3,Ekaterina SEROVA,BLR
owg2022,2122,0,pairs,individual,4,MAEDA Mami,JPN
owg2022,2122,0,pairs,individual,5,BINDER Elisabeth,AUT
owg2022,2122,0,pairs,individual,6,WANG Yumin,CHN
owg2022,2122,0,pairs,individual,7,GRAHAM Peggy,USA
owg2022,2122,0,pairs,individual,8,Jeroen PRINS,NED
owg2022,2122,0,pairs,individual,9,Marta OLOZAGARRE,ESP
owg2022,2122,1,men,team,1,BINDER Elisabeth,AUT
owg2022,2122,1,men,team,2,KLIUSHNIKOV Yury,AZE
owg2022,2122,1,men,team,3,WANG Yumin,CHN
owg2022,2122,1,men,team,4,Jung LEE Sue,KOR
owg2022,2122,1,men,team,5,Anna KANTOR,ISR
owg2022,2122,1,men,team,6,KULIK Zanna,EST
owg2022,2122,1,men,team,7,LEBLANC-RICHARD Nicole,CAN
owg2022,2122,1,men,team,8,KUBOTA Masako,JPN
owg2022,2122,1,men,team,9,VIKARNE-HOMOLYA Zsuzsanna,HUN
owg2022,2122,0,men,team,1,KUBOTA Masako,JPN
owg2022,2122,0,men,team,2,LEBLANC-RICHARD Nicole,CAN
owg2022,2122,0,men,team,3,WANG Yumin,CHN
owg2022,2122,0,men,team,4,Jung LEE Sue,KOR
owg2022,2122,0,men,team,5,VIKARNE-HOMOLYA Zsuzsanna,HUN
owg2022,2122,0,men,team,6,KULIK Zanna,EST
owg2022,2122,0,men,team,7,KLIUSHNIKOV Yury,AZE
owg2022,2122,0,men,team,8,BINDER Elisabeth,AUT
owg2022,2122,0,men,team,9,Anna KANTOR,ISR
owg2022,2122,1,women,team,1,Bernhard JUST,AUT
owg2022,2122,1,women,team,2,BUTTARELLI Marco,ITA
owg2022,2122,1,women,team,3,Marta OLOZAGARRE,ESP
owg2022,2122,1,women,team,4,Andrea DERBY,CAN
owg2022,2122,1,women,team,5,KLIUSHNIKOV Yury,AZE
owg2022,2122,1,women,team,6,RISTANEN Tarja,FIN
owg2022,2122,1,women,team,7,Jeroen PRINS,NED
owg2022,2122,1,women,team,8,KRAUZIENE Laimute,LTU
owg2022,2122,1,women,team,9,Kristina LUNDGREN,USA
owg2022,2122,0,women,team,1,Jeroen PRINS,NED
owg2022,2122,0,women,team,2,BUTTARELLI Marco,ITA
owg2022,2122,0,women,team,3,Kristina LUNDGREN,USA
owg2022,2122,0,women,team,4,Bernhard JUST,AUT
owg2022,2122,0,women,team,5,Marta OLOZAGARRE,ESP
owg2022,2122,0,women,team,6,Andrea DERBY,CAN
owg2022,2122,0,women,team,7,KLIUSHNIKOV Yury,AZE
owg2022,2122,0,women,team,8,KRAUZIENE Laimute,LTU
owg2022,2122,0,women,team,9,RISTANEN Tarja,FIN
owg2022,2122,1,pairs,team,1,WANG Yumin,CHN
owg2022,2122,1,pairs,team,2,Marta OLOZAGARRE,ESP
owg2022,2122,1,pairs,team,3,GRAHAM Peggy,USA
owg2022,2122,1,pairs,team,4,Andrea DERBY,CAN
owg2022,2122,1,pairs,team,5,BUTTARELLI Marco,ITA
owg2022,2122,1,pairs,team,6,Jeroen PRINS,NED
owg2022,2122,1,pairs,team,7,BINDER Elisabeth,AUT
owg2022,2122,1,pairs,team,8,VIKARNE-HOMOLYA Zsuzsanna,HUN
owg2022,2122,1,pairs,team,9,Anna KANTOR,ISR
owg2022,2122,0,pairs,team,1,Marta OLOZAGARRE,ESP
owg2022,2122,0,pairs,team,2,BUTTARELLI Marco,ITA
owg2022,2122,0,pairs,team,3,Jeroen PRINS,NED
owg2022,2122,0,pairs,team,4,Anna KANTOR,ISR
owg2022,2122,0,pairs,team,5,WANG Yumin,CHN
owg2022,2122,0,pairs,team,6,GRAHAM Peggy,USA
owg2022,2122,0,pairs,team,7,BINDER Elisabeth,AUT
owg2022,2122,0,pairs,team,8,VIKARNE-HOMOLYA Zsuzsanna,HUN
owg2022,2122,0,pairs,team,9,Andrea DERBY,CAN
ec2023,2223,1,men,individual,1,Tatiana YORDANOVA,BUL
ec2023,2223,1,men,individual,2,Carmen LAUN,GER
ec2023,2223,1,men,individual,3,Aniela HEBEL-SZMAK,POL
ec2023,2223,1,men,individual,4,Allan BOEHM,SVK
ec2023,2223,1,men,individual,5,ABELE Agita,LAT
ec2023,2223,1,men,individual,6,STAHL Ursula,AUT
ec2023,2223,1,men,individual,7,KULIK Zanna,EST
ec2023,2223,1,men,individual,8,CEROVAC Josip,CRO
