rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,6.6,3Tw4,1.0,wc2018,0.0,,8.7,2.1,,1,,1718,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,4.4,3S,2.0,wc2018,0.0,,5.9,1.5,,1,,1718,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,5.5,3FTh,3.0,wc2018,0.0,,6.4,0.9,,1,,1718,2.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,4.5,3Li4,4.0,wc2018,0.0,,6.0,1.5,,1,,1718,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,3.9,StSq4,5.0,wc2018,0.0,,6.0,2.1,,1,,1718,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,3.5,FiDs4,6.0,wc2018,0.0,,5.5,2.0,,1,,1718,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,4.5,PCoSp4,7.0,wc2018,0.0,,5.64,1.14,,1,,1718,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,,,,wc2018,,0.8,9.79,,,0,Composition,1718,9.75,9.75,9.75,9.75,10.0,10.0,9.25,9.75,9.75,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,,,,wc2018,,0.8,9.79,,,0,Interpretation of the Music,1718,10.0,10.0,9.5,9.75,10.0,9.75,9.5,9.75,9.75,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,,,,wc2018,,0.8,9.75,,,0,Performance,1718,9.75,9.75,9.5,9.75,10.0,10.0,9.25,9.75,9.75,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,,,,wc2018,,0.8,9.61,,,0,Skating Skills,1718,9.5,9.75,9.5,9.5,9.75,9.5,9.75,9.75,9.5,1,pairs,individual
1,Aljona Savchenko / Bruno Massot,GER,26,82.98,44.14,38.84,0.0,,,,wc2018,,0.8,9.61,,,0,Transitions,1718,9.5,9.75,9.25,9.5,9.75,9.75,9.5,9.75,9.5,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,6.6,3Tw4,1.0,wc2018,0.0,,8.4,1.8,,1,,1718,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,4.3,3T,2.0,wc2018,0.0,,5.9,1.6,,1,,1718,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,5.0,3LoTh,3.0,wc2018,0.0,,7.1,2.1,,1,,1718,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,3.5,FiDs4,4.0,wc2018,0.0,,5.0,1.5,,1,,1718,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,4.5,PCoSp4,5.0,wc2018,0.0,,5.57,1.07,,1,,1718,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,4.5,3Li4,6.0,wc2018,0.0,,5.79,1.29,,1,,1718,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,3.9,StSq4,7.0,wc2018,0.0,,5.6,1.7,,1,,1718,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,,,,wc2018,,0.8,9.46,,,0,Composition,1718,9.75,9.25,9.5,9.25,9.75,9.25,9.5,9.5,9.5,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,,,,wc2018,,0.8,9.32,,,0,Interpretation of the Music,1718,10.0,9.25,9.25,9.0,9.5,9.5,9.25,9.25,9.25,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,,,,wc2018,,0.8,9.54,,,0,Performance,1718,10.0,9.5,9.5,9.5,9.5,9.5,9.75,9.5,9.25,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,,,,wc2018,,0.8,9.46,,,0,Skating Skills,1718,9.75,9.5,9.25,9.25,9.5,9.5,9.5,9.5,9.5,1,pairs,individual
2,Evgenia Tarasova / Vladimir Morozov,RUS,25,81.29,43.66,37.63,0.0,,,,wc2018,,0.8,9.25,,,0,Transitions,1718,9.5,9.0,9.0,9.0,9.5,9.25,9.25,9.5,9.25,1,pairs,individual
3,Vanessa James / Morgan Cipres,FRA,28,75.32,39.23,36.09,0.0,6.2,3Tw3,1.0,wc2018,0.0,,7.3,1.1,,1,,1718,1.0,1.0,2.0,-1.0,3.0,1.0,1.0,3.0,2.0,1,pairs,individual
