rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,17.9,4Lz+3T,1.0,fc2018,0.0,,19.33,1.43,,1,,1718,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,3.2,FCSp4,2.0,fc2018,0.0,,4.06,0.86,,1,,1718,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,2.6,StSq2,3.0,fc2018,0.0,,3.67,1.07,,1,,1718,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,12.76,4T+2T,4.0,fc2018,1.0,,13.9,1.14,,1,,1718,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,9.35,3A,5.0,fc2018,1.0,,11.64,2.29,,1,,1718,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,3.0,CSSp4,6.0,fc2018,0.0,,4.21,1.21,,1,,1718,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,3.5,CCoSp4,7.0,fc2018,0.0,,4.57,1.07,,1,,1718,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,,,,fc2018,,1.0,9.11,,,0,Composition,1718,9.0,8.75,9.0,9.5,9.0,9.0,9.25,9.0,9.5,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,,,,fc2018,,1.0,9.18,,,0,Interpretation of the Music,1718,9.0,9.0,9.25,9.75,9.0,9.25,9.25,9.0,9.5,1,men,individual
1,Shoma Uno,JPN,30,100.49,54.92,45.57,0.0,,,,fc2018,,1.0,9.21,,,0,Performance,1718,9.25,9.0,9.25,9.75,8.75,9.25,9.25,9.0,9.5,1,men,individual
