rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,10.5,4Lo,1.0,gpcan2022,0.0,,10.35,-0.15,,1,,2223,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,9.7,4Sq,2.0,gpcan2022,0.0,,7.62,-2.08,q,1,,2223,-1.0,-3.0,-2.0,-1.0,-2.0,-2.0,-2.0,-3.0,-3.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,11.0,4Fq,3.0,gpcan2022,0.0,,10.53,-0.47,q,1,,2223,-1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,11.3,3A+2A+SEQ,4.0,gpcan2022,0.0,,13.13,1.83,,1,,2223,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,3.0,ChSq1,5.0,gpcan2022,0.0,,5.0,2.0,,1,,2223,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,3.2,FCSp4,6.0,gpcan2022,0.0,,4.02,0.82,,1,,2223,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,15.07,4T+3T,7.0,gpcan2022,1.0,,17.51,2.44,,1,,2223,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,7.04,3A<,8.0,gpcan2022,1.0,,6.58,-0.46,<,1,,2223,0.0,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,8.36,4T<,9.0,gpcan2022,1.0,,4.56,-3.8,<,1,,2223,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-3.0,-5.0,-5.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,3.9,StSq4,10.0,gpcan2022,0.0,,5.68,1.78,,1,,2223,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,3.5,FCCoSp4,11.0,gpcan2022,0.0,,4.45,0.95,,1,,2223,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,2.6,CSSp3,12.0,gpcan2022,0.0,,3.49,0.89,,1,,2223,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,,,,gpcan2022,,3.33,9.0,,,0,Composition,2223,9.25,8.5,9.0,8.5,9.25,9.75,8.75,9.5,8.75,0,men,individual
1,Shoma Uno,JPN,10,183.17,92.92,90.25,0.0,,,,gpcan2022,,3.33,9.14,,,0,Skating Skills,2223,9.25,9.0,9.25,9.0,9.5,9.5,8.75,9.25,8.75,0,men,individual
2,Kao Miura,JPN,11,171.23,88.88,83.35,-1.0,12.8,3A+1Eu+3S,1.0,gpcan2022,0.0,,14.06,1.26,,1,,2223,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,0,men,individual
2,Kao Miura,JPN,11,171.23,88.88,83.35,-1.0,13.7,4T+3T,2.0,gpcan2022,0.0,,14.92,1.22,,1,,2223,0.0,2.0,0.0,2.0,1.0,-1.0,2.0,2.0,2.0,0,men,individual
2,Kao Miura,JPN,11,171.23,88.88,83.35,-1.0,9.7,4S,3.0,gpcan2022,0.0,,4.85,-4.85,F,1,,2223,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,men,individual
2,Kao Miura,JPN,11,171.23,88.88,83.35,-1.0,3.2,FCSp4,4.0,gpcan2022,0.0,,3.7,0.5,,1,,2223,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,men,individual
