rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,12.8,3A+1Eu+3S,1.0,fc2023,0.0,,15.66,2.86,,1,,2223,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,13.7,4T+3T,2.0,fc2023,0.0,,16.82,3.12,,1,,2223,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,9.7,4S,3.0,fc2023,0.0,,9.28,-0.42,,1,,2223,0.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,1.0,-1.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,3.2,FCSp4,4.0,fc2023,0.0,,3.52,0.32,,1,,2223,-1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,8.0,3A,5.0,fc2023,0.0,,8.8,0.8,,1,,2223,1.0,2.0,-1.0,1.0,2.0,1.0,4.0,0.0,0.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,2.6,StSq2,6.0,fc2023,0.0,,3.27,0.67,,1,,2223,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,10.45,4T,7.0,fc2023,1.0,,14.11,3.66,,1,,2223,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,9.46,3F+2A+SEQ,8.0,fc2023,1.0,,10.82,1.36,,1,,2223,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,5.39,3Lo,9.0,fc2023,1.0,,6.86,1.47,,1,,2223,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0,men,individual
1,Kao Miura,JPN,22,189.63,102.02,87.61,0.0,2.6,CSSp3,10.0,fc2023,0.0,,3.23,0.63,,1,,2223,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,0,men,individual
