rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,extra_points,factor,final_score,goe,info,program_component,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,is_mens
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,7.26,2F+1Eu+3S,8.0,1.0,,7.2,-0.06,,,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,6.49,3Lz,9.0,1.0,,4.47,-2.02,,,-4.0,-3.0,-4.0,-3.0,-3.0,-4.0,-3.0,-4.0,-3.0,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,3.0,ChSq1,10.0,0.0,,3.93,0.93,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,3.0,CSSp4,11.0,0.0,,3.43,0.43,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,3.5,CCoSp4,12.0,0.0,,3.6,0.1,,,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,,,,,2.0,7.29,,,Composition,7.25,7.5,7.0,7.25,7.25,7.0,7.5,7.75,7.25,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,,,,,2.0,7.21,,,Interpretation of the Music,7.5,7.25,6.75,7.0,7.25,7.0,7.25,7.5,7.25,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,,,,,2.0,7.07,,,Performance,7.0,7.0,7.0,7.0,7.0,6.75,7.25,7.25,7.25,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,,,,,2.0,7.32,,,Skating Skills,7.25,7.25,7.25,7.25,7.25,7.0,7.5,7.5,7.5,0,1
23,Britschgi Lukas,SUI,1,136.42,64.72,71.7,0.0,,,,,2.0,6.96,,,Transitions,7.0,7.0,6.5,7.0,7.0,6.75,7.0,7.25,7.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,8.0,3A,1.0,0.0,,4.0,-4.0,,,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,6.4,3A+SEQ+1T*,2.0,0.0,,3.77,-2.63,*,,-4.0,-5.0,-4.0,-3.0,-2.0,-3.0,-2.0,-4.0,-3.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,10.1,3Lz!+3T,3.0,0.0,,8.75,-1.35,!,,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,4.9,3Lo,4.0,0.0,,5.11,0.21,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,2.5,CCoSp2,5.0,0.0,,2.96,0.46,,,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,3.0,ChSq1,6.0,0.0,,3.29,0.29,,,0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,5.83,3F,7.0,1.0,,6.06,0.23,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,10.47,3Lze+1Eu+3S,8.0,1.0,,9.46,-1.01,e,,-2.0,-2.0,-3.0,-2.0,-2.0,-1.0,-3.0,-2.0,-2.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,3.63,2A,9.0,1.0,,3.91,0.28,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,3.0,FSSp4,10.0,0.0,,3.34,0.34,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,2.6,StSq2,11.0,0.0,,3.01,0.41,,,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,3.0,FCCoSp3,12.0,0.0,,3.51,0.51,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,,,,,2.0,7.21,,,Composition,7.0,7.0,7.25,7.5,7.25,7.25,6.5,7.25,7.75,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,,,,,2.0,7.25,,,Interpretation of the Music,7.25,7.25,7.5,7.25,7.25,7.25,6.25,7.0,7.5,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,,,,,2.0,6.96,,,Performance,6.75,7.0,7.5,7.0,7.0,7.0,6.5,6.75,7.25,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,,,,,2.0,7.36,,,Skating Skills,7.25,7.5,7.5,7.25,7.5,7.25,6.5,7.25,7.75,0,1
24,Shmuratko Ivan,UKR,3,127.65,57.17,71.48,-1.0,,,,,2.0,6.96,,,Transitions,6.75,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.25,0,1
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,11.0,4F!,1.0,0.0,,13.2,2.2,!,,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,9.7,4S,2.0,0.0,,12.89,3.19,,,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,9.5,4T,3.0,0.0,,7.06,-2.44,,,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-3.0,-2.0,-3.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,7.5,2A+3T,4.0,0.0,,6.96,-0.54,,,0.0,1.0,-2.0,-1.0,-4.0,-2.0,-2.0,-2.0,0.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,3.0,CCoSp3,5.0,0.0,,3.81,0.81,,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,3.0,ChSq1,6.0,0.0,,4.43,1.43,,,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,17.27,4Lz+3T,7.0,1.0,,19.9,2.63,,,4.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,12.65,4Lzq,8.0,1.0,,11.66,-0.99,q,,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,11.77,3Lz+1Eu+3S,9.0,1.0,,13.2,1.43,,,4.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,3.2,FCSp4,10.0,0.0,,4.07,0.87,,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,3.3,StSq3,11.0,0.0,,4.43,1.13,,,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,3.5,FCCoSp4,12.0,0.0,,4.55,1.05,,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,,,,,1.6,8.79,,,Composition,9.0,8.0,9.5,8.5,8.75,8.75,8.5,9.25,8.75,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,,,,,1.6,8.93,,,Interpretation of the Music,9.25,8.0,9.5,8.75,8.75,9.0,8.75,9.0,9.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,,,,,1.6,9.07,,,Performance,9.5,8.75,9.5,8.75,8.5,9.0,9.0,9.25,9.25,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,,,,,1.6,9.0,,,Skating Skills,9.25,8.75,9.75,8.75,9.0,9.0,9.0,9.0,9.0,0,0
1,Trusova Alexandra,ROC,22,177.13,106.16,70.97,0.0,,,,,1.6,8.57,,,Transitions,8.75,7.75,9.25,8.5,8.5,8.5,8.25,8.75,8.75,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,15.2,4F+3T,1.0,0.0,,18.66,3.46,,,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,11.0,4F,2.0,0.0,,14.77,3.77,,,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.3,2A,3.0,0.0,,4.29,0.99,,,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.0,ChSq1,4.0,0.0,,4.57,1.57,,,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.3,2A,5.0,0.0,,4.34,1.04,,,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.2,FCSp4,6.0,0.0,,4.16,0.96,,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,11.88,3Lz+3Lo,7.0,1.0,,13.82,1.94,,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,11.11,3F+1Eu+3S,8.0,1.0,,12.7,1.59,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,6.49,3Lz,9.0,1.0,,8.34,1.85,,,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.9,StSq4,10.0,0.0,,5.29,1.39,,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.5,FCCoSp4,11.0,0.0,,4.8,1.3,,,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,3.5,CCoSp4,12.0,0.0,,4.75,1.25,,,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,,,,,1.6,9.5,,,Composition,9.5,9.5,9.5,9.5,9.5,9.5,9.0,9.5,9.5,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,,,,,1.6,9.5,,,Interpretation of the Music,9.75,9.25,9.75,9.75,9.5,9.5,9.0,9.5,9.25,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,,,,,1.6,9.57,,,Performance,9.75,9.5,9.5,9.75,9.5,9.5,9.25,9.75,9.5,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,,,,,1.6,9.29,,,Skating Skills,9.5,9.25,9.5,9.25,9.0,9.5,9.0,9.25,9.25,0,0
2,Shcherbakova Anna,ROC,24,175.75,100.49,75.26,0.0,,,,,1.6,9.18,,,Transitions,9.25,9.25,9.25,9.5,9.25,9.25,9.0,9.0,9.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.3,2A,1.0,0.0,,4.76,1.46,,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,5.9,3Lz!,2.0,0.0,,7.0,1.1,!,,1.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,6.6,3F+2T,3.0,0.0,,8.11,1.51,,,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,4.3,3S,4.0,0.0,,5.71,1.41,,,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.0,FSSp4,5.0,0.0,,3.9,0.9,,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,10.45,3F+3T,6.0,1.0,,12.49,2.04,,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,9.68,2A+3T+2T,7.0,1.0,,10.94,1.26,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.9,StSq4,8.0,0.0,,5.4,1.5,,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.0,CCoSp3,9.0,0.0,,3.64,0.64,,,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.0,ChSq1,10.0,0.0,,4.93,1.93,,,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,5.39,3Lo,11.0,1.0,,7.42,2.03,,,3.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,3.5,FCCoSp4,12.0,0.0,,4.6,1.1,,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,,,,,1.6,9.32,,,Composition,9.0,9.5,8.75,9.5,9.0,9.25,9.75,9.5,9.5,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,,,,,1.6,9.29,,,Interpretation of the Music,8.75,9.5,9.0,9.25,9.25,9.25,9.75,9.25,9.5,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,,,,,1.6,9.39,,,Performance,8.75,9.75,9.0,9.25,9.5,9.5,10.0,9.25,9.5,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,,,,,1.6,9.46,,,Skating Skills,9.25,9.75,9.25,9.5,9.5,9.5,9.5,9.5,9.5,0,0
3,Sakamoto Kaori,JPN,23,153.29,78.9,74.39,0.0,,,,,1.6,9.04,,,Transitions,8.5,9.5,8.75,9.25,9.0,9.0,9.75,8.75,9.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,6.4,3A<,1.0,0.0,,5.3,-1.1,<,,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-1.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,10.1,3Lz+3Tq,2.0,0.0,,10.02,-0.08,q,,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,4.9,3Lo,3.0,0.0,,6.23,1.33,,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,3.3,2A,4.0,0.0,,4.01,0.71,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,3.9,StSq4,5.0,0.0,,4.85,0.95,,,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,11.77,3Lz+1Eu+3S,6.0,1.0,,13.37,1.6,,,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,2.7,LSp4,7.0,0.0,,3.47,0.77,,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,7.33,2A+3T<,8.0,1.0,,7.04,-0.29,<,,-2.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,0.0,0.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,5.83,3F!,9.0,1.0,,6.28,0.45,!,,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,3.5,FCCoSp4,10.0,0.0,,4.4,0.9,,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,3.0,ChSq1,11.0,0.0,,4.64,1.64,,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,3.5,CCoSp4,12.0,0.0,,4.55,1.05,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,,,,,1.6,8.57,,,Composition,8.25,8.75,8.25,8.5,8.75,8.75,8.5,8.75,8.5,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,,,,,1.6,8.61,,,Interpretation of the Music,8.5,8.75,8.5,8.5,8.75,8.75,8.5,8.5,8.75,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,,,,,1.6,8.71,,,Performance,8.5,8.75,8.25,8.5,8.75,9.0,8.75,8.75,9.0,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,,,,,1.6,8.61,,,Skating Skills,8.5,8.75,8.5,8.25,8.5,9.0,8.75,8.5,8.75,0,0
4,You Young,KOR,20,142.75,74.16,68.59,0.0,,,,,1.6,8.36,,,Transitions,8.25,8.5,8.25,8.25,8.5,8.75,8.25,8.25,8.5,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,9.7,4Sq,1.0,0.0,,8.45,-1.25,q,,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,6.4,3A<,2.0,0.0,,3.47,-2.93,<,,-3.0,-4.0,-5.0,-4.0,-5.0,-5.0,-5.0,-5.0,-4.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,7.6,4T+SEQ+3S<<*,3.0,0.0,,2.85,-4.75,*,,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,4.9,3Lo,4.0,0.0,,6.3,1.4,,,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,3.2,FCSp4,5.0,0.0,,4.53,1.33,,,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,3.0,ChSq1,6.0,0.0,,5.07,2.07,,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,10.45,4T,7.0,1.0,,5.7,-4.75,,,-5.0,-5.0,-5.0,-5.0,-5.0,-4.0,-5.0,-5.0,-5.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,10.45,3F+3T,8.0,1.0,,12.04,1.59,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,11.11,3Lz+3T,9.0,1.0,,10.01,-1.1,,,-2.0,-3.0,-2.0,-2.0,-1.0,-3.0,-2.0,-1.0,-1.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,3.9,StSq4,10.0,0.0,,5.24,1.34,,,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,3.5,FCCoSp4,11.0,0.0,,5.0,1.5,,,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,3.5,CCoSp4,12.0,0.0,,4.65,1.15,,,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,,,,,1.6,9.04,,,Composition,9.0,8.75,9.25,9.0,8.75,9.25,9.0,9.0,9.25,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,,,,,1.6,8.64,,,Interpretation of the Music,8.75,8.0,8.75,8.75,8.5,9.0,8.5,8.5,8.75,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,,,,,1.6,8.46,,,Performance,8.5,7.75,8.75,8.75,8.5,8.75,8.0,8.5,8.25,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,,,,,1.6,9.11,,,Skating Skills,9.25,9.0,9.25,9.25,9.0,9.0,9.0,9.25,9.0,0,0
5,Valieva Kamila,ROC,25,141.93,73.31,70.62,-2.0,,,,,1.6,8.89,,,Transitions,8.75,8.75,9.0,9.0,8.75,9.0,8.75,9.0,9.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,8.0,3A,1.0,0.0,,9.83,1.83,,,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,9.26,3Lz+3T<,2.0,0.0,,6.31,-2.95,<,,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,4.3,3S,3.0,0.0,,5.16,0.86,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,3.5,CCoSp4,4.0,0.0,,4.4,0.9,,,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,3.3,2A,5.0,0.0,,4.1,0.8,,,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,11.11,3Lz+3Tq,6.0,1.0,,11.03,-0.08,q,,-1.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,1.0,1.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,8.69,3Lo+2T+2Lo,7.0,1.0,,9.6,0.91,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,4.66,3Fe,8.0,1.0,,4.3,-0.36,e,,-2.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,2.8,FCSp3,9.0,0.0,,3.36,0.56,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,3.9,StSq4,10.0,0.0,,5.29,1.39,,,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,3.0,ChSq1,11.0,0.0,,4.79,1.79,,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,3.5,FCCoSp4,12.0,0.0,,4.5,1.0,,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,,,,,1.6,8.75,,,Composition,8.75,8.75,8.25,8.5,9.0,8.75,9.5,8.5,9.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,,,,,1.6,8.68,,,Interpretation of the Music,8.25,8.75,8.5,8.75,8.75,8.75,9.25,8.25,9.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,,,,,1.6,8.68,,,Performance,8.25,8.5,8.25,8.5,8.75,9.25,9.5,8.5,9.0,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,,,,,1.6,8.71,,,Skating Skills,8.5,8.75,8.75,8.75,8.5,9.0,9.25,8.5,8.75,0,0
6,Higuchi Wakaba,JPN,21,140.93,72.67,69.26,-1.0,,,,,1.6,8.46,,,Transitions,8.25,8.5,8.25,8.5,8.5,8.5,9.25,8.25,8.75,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,3.3,3A<<,1.0,0.0,,2.22,-1.08,<<,,-3.0,-4.0,-4.0,-3.0,-3.0,-3.0,-3.0,-4.0,-3.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,4.9,3Lo,2.0,0.0,,5.95,1.05,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,5.3,3F,3.0,0.0,,6.59,1.29,,,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,3.3,2A,4.0,0.0,,4.01,0.71,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,3.5,FCCoSp4,5.0,0.0,,4.45,0.95,,,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,10.1,3Lz+3T,6.0,0.0,,11.2,1.1,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,0,0
7,Liu Alysa,USA,18,139.45,71.95,67.5,0.0,11.77,3Lz+1Eu+3S,7.0,1.0,,12.78,1.01,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0,0
