rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,element,element_no,event,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,9.7,4S,1.0,gpcan2021,0.0,,11.5,1.8,,1,,2122,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,5.9,3Lz,2.0,gpcan2021,0.0,,7.84,1.94,,1,,2122,3.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,15.2,4F+3T,3.0,gpcan2021,0.0,,18.5,3.3,,1,,2122,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,4.9,3Lo,4.0,gpcan2021,0.0,,5.88,0.98,,1,,2122,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,2.8,CCSp3,5.0,gpcan2021,0.0,,3.56,0.76,,1,,2122,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,3.3,StSq3,6.0,gpcan2021,0.0,,4.43,1.13,,1,,2122,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,8.8,3A,7.0,gpcan2021,1.0,,11.43,2.63,,1,,2122,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,16.83,4T+1Eu+3F,8.0,gpcan2021,1.0,,19.0,2.17,,1,,2122,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,11.88,4T+2T,9.0,gpcan2021,1.0,,10.66,-1.22,,1,,2122,-1.0,-1.0,-2.0,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,3.5,CCoSp4,10.0,gpcan2021,0.0,,4.55,1.05,,1,,2122,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,3.0,ChSq1,11.0,gpcan2021,0.0,,5.43,2.43,,1,,2122,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,3.5,FCCoSp4,12.0,gpcan2021,0.0,,4.9,1.4,,1,,2122,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,,,,gpcan2021,,2.0,9.32,,,0,Composition,2122,9.0,9.25,9.25,9.5,9.5,9.5,9.5,9.0,9.25,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,,,,gpcan2021,,2.0,9.25,,,0,Interpretation of the Music,2122,9.25,9.25,9.25,9.25,9.75,9.0,9.25,9.0,9.5,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,,,,gpcan2021,,2.0,9.43,,,0,Performance,2122,9.25,9.25,9.5,9.5,9.5,9.5,9.5,9.0,9.5,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,,,,gpcan2021,,2.0,9.43,,,0,Skating Skills,2122,9.5,9.25,9.25,9.5,9.5,9.5,9.5,9.25,9.75,0,men,individual
1,Nathan Chen,USA,12,200.46,107.68,92.78,0.0,,,,gpcan2021,,2.0,8.96,,,0,Transitions,2122,8.75,9.0,8.5,9.25,9.25,8.75,9.0,8.75,9.25,0,men,individual
2,Evgeni Semenenko,RUS,8,168.3,90.0,78.3,0.0,10.8,4T+2T,1.0,gpcan2021,0.0,,12.16,1.36,,1,,2122,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0,men,individual
2,Evgeni Semenenko,RUS,8,168.3,90.0,78.3,0.0,9.7,4S,2.0,gpcan2021,0.0,,9.7,0.0,,1,,2122,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0,men,individual
2,Evgeni Semenenko,RUS,8,168.3,90.0,78.3,0.0,9.5,4T,3.0,gpcan2021,0.0,,11.4,1.9,,1,,2122,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0,men,individual
2,Evgeni Semenenko,RUS,8,168.3,90.0,78.3,0.0,4.9,3Lo,4.0,gpcan2021,0.0,,5.95,1.05,,1,,2122,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0,men,individual
